policy_guided_gradient_descent_sst best cost max,policy_guided_gradient_descent_sst best cost mean,policy_guided_gradient_descent_sst best cost min,policy_guided_gradient_descent_sst best cost std,policy_guided_gradient_descent_sst success fraction,policy_guided_gradient_descent_sst time,policy_guided_sst best cost max,policy_guided_sst best cost mean,policy_guided_sst best cost min,policy_guided_sst best cost std,policy_guided_sst success fraction,policy_guided_sst time,rl best cost max,rl best cost mean,rl best cost min,rl best cost std,rl success fraction,rl time,stable_sparse_rrt best cost max,stable_sparse_rrt best cost mean,stable_sparse_rrt best cost min,stable_sparse_rrt best cost std,stable_sparse_rrt success fraction,stable_sparse_rrt time
inf,28.00731350616025,1.0,16.830114822834155,0.3,31.60000000000018,inf,32.37861640162057,5.0,19.83866589044144,0.22,31.60000000000018,,,,,,,inf,51.74708577848971,15.0,19.98916921695185,0.14,31.60000000000018
inf,28.00582795172657,1.0,16.830756197883236,0.3,31.70000000000018,inf,32.377502294051304,5.0,19.839113504111165,0.22,31.70000000000018,,,,,,,inf,51.74556639145167,15.0,19.99151170888618,0.14,31.70000000000018
inf,28.004342397292888,1.0,16.831399801452946,0.3,31.800000000000182,inf,32.376388186482025,5.0,19.839561644752553,0.22,31.800000000000182,,,,,,,inf,51.74404700441361,15.0,19.993856120156906,0.14,31.800000000000182
inf,28.002856842859213,1.0,16.832045633287652,0.3,31.900000000000183,inf,32.37532190963441,5.0,19.839961189623033,0.22,31.900000000000183,,,,,,,inf,51.74252761737555,15.0,19.99620245008895,0.14,31.900000000000183
inf,28.00137128842553,1.0,16.832693693130878,0.3,32.000000000000185,inf,32.37437699795952,5.0,19.8402366101482,0.22,32.000000000000185,,,,,,,inf,51.74100823033749,15.0,19.998550698006987,0.16,32.000000000000185
inf,27.99988573399185,1.0,16.833343980725292,0.3,32.100000000000186,inf,32.37343208628464,5.0,19.84051254538208,0.22,32.100000000000186,,,,,,,inf,51.73948884329943,15.0,20.000900863235465,0.16,32.100000000000186
inf,27.998400179558168,1.0,16.833996495812723,0.3,32.20000000000019,inf,32.372487174609745,5.0,19.840788995303193,0.22,32.20000000000019,,,,,,,inf,51.73796945626138,15.0,20.00325294509859,0.16,32.20000000000019
inf,27.99691462512449,1.0,16.834651238134164,0.3,32.30000000000019,inf,32.37154226293487,5.0,19.84106595989003,0.22,32.30000000000019,,,,,,,inf,51.73645006922332,15.0,20.005606942920345,0.16,32.30000000000019
inf,27.995429070690808,1.0,16.835308207429755,0.3,32.40000000000019,inf,32.370597351259974,5.0,19.841343439121037,0.22,32.40000000000019,,,,,,,inf,51.734930682185265,15.0,20.00796285602447,0.16,32.40000000000019
inf,27.99394351625713,1.0,16.835967403438787,0.3,32.50000000000019,inf,32.36965243958508,5.0,19.841621432974623,0.22,32.50000000000019,,,,,,,inf,51.73341129514721,15.0,20.010320683734477,0.16,32.50000000000019
