policy_guided_gradient_descent_sst best cost max,policy_guided_gradient_descent_sst best cost mean,policy_guided_gradient_descent_sst best cost min,policy_guided_gradient_descent_sst best cost std,policy_guided_gradient_descent_sst success fraction,policy_guided_gradient_descent_sst time,policy_guided_sst best cost max,policy_guided_sst best cost mean,policy_guided_sst best cost min,policy_guided_sst best cost std,policy_guided_sst success fraction,policy_guided_sst time,rl best cost max,rl best cost mean,rl best cost min,rl best cost std,rl success fraction,rl time,stable_sparse_rrt best cost max,stable_sparse_rrt best cost mean,stable_sparse_rrt best cost min,stable_sparse_rrt best cost std,stable_sparse_rrt success fraction,stable_sparse_rrt time
inf,29.314051474141248,1.0,16.13990143933703,0.12,2.700000000000001,inf,33.1380265723845,5.0,19.56325390061706,0.14,2.700000000000001,inf,6.7,3.0,2.238302928559939,0.05,2.700000000000001,inf,53.10935564902145,19.46334033066538,18.92254096081867,0.06,2.700000000000001
inf,29.30920892010178,1.0,16.144141482622985,0.12,2.800000000000001,inf,33.13389611631088,5.0,19.56827417408886,0.14,2.800000000000001,inf,6.7,3.0,2.238302928559939,0.05,2.800000000000001,inf,53.10449372756219,19.396489642241388,18.930366922727494,0.06,2.800000000000001
inf,29.297456942371817,1.0,16.153286418838054,0.14,2.9000000000000012,inf,33.12976566023726,5.0,19.573305456024595,0.14,2.9000000000000012,inf,6.7,3.0,2.238302928559939,0.05,2.9000000000000012,inf,53.099631806102934,19.329638953817394,18.938202639392753,0.06,2.9000000000000012
inf,29.281887471966584,1.0,16.165295546202717,0.14,3.0000000000000013,inf,33.12563520416364,5.0,19.578347737937335,0.14,3.0000000000000013,inf,6.7,3.0,2.238302928559939,0.05,3.0000000000000013,inf,53.09476988464369,19.262788265393404,18.946048098711316,0.06,3.0000000000000013
inf,29.266318001561356,1.0,16.177505721594294,0.14,3.1000000000000014,inf,33.121504748090025,5.0,19.58340101133034,0.14,3.1000000000000014,inf,6.7,3.0,2.238302928559939,0.05,3.1000000000000014,inf,53.08990796318443,19.195937576969413,18.953903288585053,0.06,3.1000000000000014
inf,29.250748531156123,1.0,16.18991649013119,0.14,3.2000000000000015,inf,33.117374292016414,5.0,19.588465267697142,0.14,3.2000000000000015,inf,6.7,3.0,2.238302928559939,0.05,3.2000000000000015,inf,53.08504604172517,19.12908688854542,18.96176819692089,0.06,3.2000000000000015
inf,29.23517906075089,1.0,16.202527390864024,0.14,3.3000000000000016,inf,33.11324383594279,5.0,19.593540498521566,0.14,3.3000000000000016,inf,6.7,3.0,2.238302928559939,0.05,3.3000000000000016,inf,53.08018412026591,19.06223620012143,18.969642811630855,0.06,3.3000000000000016
inf,29.219609590345662,1.0,16.21533795685576,0.14,3.4000000000000017,inf,33.10875671677449,5.0,19.598719750489852,0.16,3.4000000000000017,inf,6.7,3.0,2.238302928559939,0.05,3.4000000000000017,inf,53.07532219880666,18.995385511697435,18.977527120632146,0.06,3.4000000000000017
inf,29.204040119940434,1.0,16.22834771526253,0.14,3.5000000000000018,inf,33.104133768333845,5.0,19.603945417149003,0.16,3.5000000000000018,inf,6.7,3.0,2.238302928559939,0.05,3.5000000000000018,inf,53.0704602773474,18.928534823273445,18.985421111847153,0.06,3.5000000000000018
inf,29.188470649535198,1.0,16.241556187414957,0.14,3.600000000000002,inf,33.099510819893204,5.0,19.60918205419505,0.16,3.600000000000002,inf,6.7,3.0,2.238302928559939,0.05,3.600000000000002,inf,53.06559835588814,18.861684134849455,18.993324773203533,0.06,3.600000000000002
inf,29.17290117912997,1.0,16.25496288890008,0.14,3.700000000000002,inf,33.09488787145256,5.0,19.614429652841405,0.16,3.700000000000002,inf,6.7,3.0,2.238302928559939,0.05,3.700000000000002,inf,53.06073643442888,18.794833446425464,19.001238092634257,0.06,3.700000000000002
inf,29.15733170872474,1.0,16.268567329643744,0.14,3.800000000000002,inf,33.09026492301193,5.0,19.619688204292512,0.16,3.800000000000002,inf,6.7,3.0,2.238302928559939,0.05,3.800000000000002,inf,53.05587451296962,18.72798275800147,19.00916105807765,0.06,3.800000000000002
inf,29.141762238319505,1.0,16.28236901399351,0.14,3.900000000000002,inf,33.08564197457129,5.0,19.624957699743884,0.16,3.900000000000002,inf,6.7,3.0,2.238302928559939,0.05,3.900000000000002,inf,53.05101259151038,18.66113206957748,19.017093657477453,0.06,3.900000000000002
inf,29.126192767914276,1.0,16.29636744080199,0.14,4.000000000000002,inf,33.08101902613064,5.0,19.630238130382168,0.16,4.000000000000002,inf,6.7,3.0,2.238302928559939,0.05,4.000000000000002,inf,53.04615067005111,18.594281381153486,19.02503587878286,0.06,4.000000000000002
inf,29.110623297509047,1.0,16.31056210351065,0.14,4.100000000000001,inf,33.076396077690006,5.0,19.635529487385227,0.16,4.100000000000001,inf,6.7,3.0,2.238302928559939,0.05,4.100000000000001,inf,53.04128874859187,18.527430692729496,19.03298770994857,0.06,4.100000000000001
inf,29.095053827103815,1.0,16.324952490233944,0.14,4.200000000000001,inf,33.071773129249365,5.0,19.640831761922172,0.16,4.200000000000001,inf,6.7,3.0,2.238302928559939,0.05,4.200000000000001,inf,53.03642682713261,18.460580004305505,19.040949138934867,0.06,4.200000000000001
inf,29.07948435669859,1.0,16.339538083843873,0.14,4.300000000000001,inf,33.06715018080873,5.0,19.64614494515345,0.16,4.300000000000001,inf,6.7,3.0,2.238302928559939,0.05,4.300000000000001,inf,53.03156490567335,18.393729315881515,19.04892015370761,0.06,4.300000000000001
inf,29.063914886293354,1.0,16.354318362054848,0.14,4.4,inf,33.06252723236809,5.0,19.651469028230874,0.16,4.4,inf,6.7,3.0,2.238302928559939,0.05,4.4,inf,53.02670298421409,18.32687862745752,19.056900742238337,0.06,4.4
inf,29.04834541588812,1.0,16.369292797508866,0.14,4.5,inf,33.05790428392745,5.0,19.656804002297715,0.16,4.5,inf,6.7,3.0,2.238302928559939,0.05,4.5,inf,53.02184106275483,18.26002793903353,19.064890892504287,0.06,4.5
inf,29.032775945482896,1.0,16.384460857860965,0.14,4.6,inf,33.05328133548681,5.0,19.662149858488753,0.16,4.6,inf,6.7,3.0,2.238302928559939,0.05,4.6,inf,53.01697914129558,18.19317725060954,19.07289059248844,0.06,4.6
inf,29.01720647507766,1.0,16.39982200586493,0.16,4.699999999999999,inf,33.048658387046174,5.0,19.667506587930315,0.16,4.699999999999999,inf,6.7,3.0,2.238302928559939,0.05,4.699999999999999,inf,53.01211721983632,18.126326562185547,19.080899830179604,0.06,4.699999999999999
inf,29.00163700467243,1.0,16.415375699459226,0.16,4.799999999999999,inf,33.04403543860553,5.0,19.67287418174037,0.16,4.799999999999999,inf,6.7,3.0,2.238302928559939,0.05,4.799999999999999,inf,53.007255298377075,18.059475873761556,19.088918593572412,0.06,4.799999999999999
inf,28.986067534267203,1.0,16.431121391853097,0.16,4.899999999999999,inf,33.039412490164885,5.0,19.678252631028567,0.16,4.899999999999999,inf,6.7,3.0,2.238302928559939,0.05,4.899999999999999,inf,53.00270078684132,17.998773383807656,19.096383345447553,0.06,4.899999999999999
inf,28.970498063861967,1.0,16.447058531612864,0.18,4.999999999999998,inf,33.03478954172425,5.0,19.6836419268963,0.16,4.999999999999998,inf,6.7,3.0,2.238302928559939,0.05,4.999999999999998,inf,53.00062545270056,17.98765444175372,19.09930879643242,0.06,4.999999999999998
inf,28.95492859345674,1.0,16.46318656274835,0.18,5.099999999999998,inf,33.03016659328361,5.0,19.68904206043678,0.16,5.099999999999998,inf,6.7,3.0,2.238302928559939,0.05,5.099999999999998,inf,52.998550118559805,17.97653549969978,19.102236314557977,0.06,5.099999999999998
inf,28.93935912305151,1.0,16.479504924799393,0.18,5.1999999999999975,inf,33.025543644842976,5.0,19.694453022735075,0.16,5.1999999999999975,inf,6.7,3.0,2.238302928559939,0.05,5.1999999999999975,inf,52.99647478441905,17.96541655764584,19.10516589887397,0.06,5.1999999999999975
inf,28.923789652646278,1.0,16.49601305292246,0.18,5.299999999999997,inf,33.02336181650231,5.0,19.696646212151585,0.16,5.299999999999997,inf,6.7,3.0,2.238302928559939,0.05,5.299999999999997,inf,52.994399450278294,17.9542976155919,19.108097548430052,0.06,5.299999999999997
inf,28.90822018224105,1.0,16.512710377977324,0.18,5.399999999999997,inf,33.02186020404027,5.0,19.697941673052394,0.16,5.399999999999997,inf,6.7,3.0,2.238302928559939,0.05,5.399999999999997,inf,52.992324116137546,17.94317867353796,19.111031262275798,0.06,5.399999999999997
inf,28.892650711835817,1.0,16.529596326613763,0.18,5.4999999999999964,inf,33.02035859157823,5.0,19.699237961293946,0.16,5.4999999999999964,inf,6.7,3.0,2.238302928559939,0.05,5.4999999999999964,inf,52.99024878199678,17.93205973148402,19.11396703946069,0.06,5.4999999999999964
inf,28.877081241430588,1.0,16.546670321358235,0.18,5.599999999999996,inf,33.01885697911619,5.0,19.70053507671292,0.16,5.599999999999996,inf,6.7,3.0,2.238302928559939,0.05,5.599999999999996,inf,52.988173447856035,17.920940789430084,19.11690487903413,0.06,5.599999999999996
inf,28.861511771025356,1.0,16.563931780700585,0.18,5.699999999999996,inf,33.017355366654144,5.0,19.701833019145944,0.16,5.699999999999996,inf,6.7,3.0,2.238302928559939,0.05,5.699999999999996,inf,52.986098113715286,17.909821847376143,19.119844780045433,0.06,5.699999999999996
inf,28.845942300620123,1.0,16.581380119180658,0.18,5.799999999999995,inf,33.01585375419211,5.0,19.703131788429577,0.16,5.799999999999995,inf,6.7,3.0,2.238302928559939,0.05,5.799999999999995,inf,52.984022779574524,17.898702905322207,19.12278674154384,0.06,5.799999999999995
inf,28.830372830214895,1.0,16.599014747474843,0.18,5.899999999999995,inf,33.01435214173007,5.0,19.704431384400312,0.16,5.899999999999995,inf,6.7,3.0,2.238302928559939,0.05,5.899999999999995,inf,52.981947445433775,17.887583963268266,19.125730762578502,0.06,5.899999999999995
inf,28.820913857505317,1.0,16.60951551781231,0.18,5.999999999999995,inf,33.01285052926803,5.0,19.7057318068946,0.16,5.999999999999995,inf,6.7,3.0,2.238302928559939,0.05,5.999999999999995,inf,52.97987211129303,17.876465021214326,19.128676842198495,0.06,5.999999999999995
inf,28.81607130346585,1.0,16.6145491849109,0.18,6.099999999999994,inf,33.01180759080852,5.0,19.706497328937626,0.16,6.099999999999994,inf,6.7,3.0,2.238302928559939,0.05,6.099999999999994,inf,52.97779677715228,17.86534607916039,19.13162497945281,0.06,6.099999999999994
inf,28.811228749426373,1.0,16.619611942544072,0.18,6.199999999999994,inf,33.0109801426589,5.0,19.70701163008264,0.16,6.199999999999994,inf,6.7,3.0,2.238302928559939,0.05,6.199999999999994,inf,52.975721443011516,17.85422713710645,19.134575173390367,0.06,6.199999999999994
inf,28.806386195386903,1.0,16.624703764134814,0.18,6.299999999999994,inf,33.01015269450929,5.0,19.707526333075478,0.16,6.299999999999994,inf,6.7,3.0,2.238302928559939,0.05,6.299999999999994,inf,52.97364610887077,17.84310819505251,19.137527423060007,0.06,6.299999999999994
inf,28.801543641347433,1.0,16.629824622986185,0.18,6.399999999999993,inf,33.00932524635968,5.0,19.708041437884667,0.16,6.399999999999993,inf,6.7,3.0,2.238302928559939,0.05,6.399999999999993,inf,52.971570774730004,17.83198925299857,19.140481727510494,0.06,6.399999999999993
inf,28.796701087307955,1.0,16.63497449228196,0.18,6.499999999999993,inf,33.008497798210065,5.0,19.70855694447869,0.16,6.499999999999993,inf,6.7,3.0,2.238302928559939,0.05,6.499999999999993,inf,52.969495440589256,17.82087031094463,19.143438085790518,0.06,6.499999999999993
inf,28.79185853326849,1.0,16.640153345087292,0.18,6.5999999999999925,inf,33.00767035006045,5.0,19.709072852826026,0.16,6.5999999999999925,inf,6.7,3.0,2.238302928559939,0.05,6.5999999999999925,inf,52.9674201064485,17.80975136889069,19.146396496948697,0.06,6.5999999999999925
