gradient_descent_sst best cost max,gradient_descent_sst best cost mean,gradient_descent_sst best cost min,gradient_descent_sst best cost std,gradient_descent_sst success fraction,gradient_descent_sst time,policy_guided_gradient_descent_sst best cost max,policy_guided_gradient_descent_sst best cost mean,policy_guided_gradient_descent_sst best cost min,policy_guided_gradient_descent_sst best cost std,policy_guided_gradient_descent_sst success fraction,policy_guided_gradient_descent_sst time,policy_guided_sst best cost max,policy_guided_sst best cost mean,policy_guided_sst best cost min,policy_guided_sst best cost std,policy_guided_sst success fraction,policy_guided_sst time,rl best cost max,rl best cost mean,rl best cost min,rl best cost std,rl success fraction,rl time,rl_rrt best cost max,rl_rrt best cost mean,rl_rrt best cost min,rl_rrt best cost std,rl_rrt success fraction,rl_rrt time,stable_sparse_rrt best cost max,stable_sparse_rrt best cost mean,stable_sparse_rrt best cost min,stable_sparse_rrt best cost std,stable_sparse_rrt success fraction,stable_sparse_rrt time
inf,50.44969516583279,1.0,22.11222469918465,0.06,1.7000000000000004,inf,15.34071509179976,1.0,13.87246765270405,0.56,1.7000000000000004,inf,15.41748536115583,1.0,14.385862919054457,0.46,1.7000000000000004,inf,8.833333333333334,1.0,4.249182927993987,0.48,1.7000000000000004,inf,40.666666666666664,8.0,23.612614331233114,0.05,1.7000000000000004,inf,43.492413511815386,1.9881439835276171,22.98566655086376,0.06,1.7000000000000004
inf,50.4390837257522,1.0,22.12787488732529,0.06,1.8000000000000005,inf,15.33218919640299,1.0,13.87541609254473,0.56,1.8000000000000005,inf,15.413237153135146,1.0,14.388238074994437,0.46,1.8000000000000005,inf,8.833333333333334,1.0,4.249182927993987,0.48,1.8000000000000005,inf,40.666666666666664,8.0,23.612614331233114,0.05,1.8000000000000005,inf,43.49092526148198,1.9867475452359193,22.988198166496524,0.06,1.8000000000000005
inf,50.437570045812635,1.0,22.12939300779943,0.06,1.9000000000000006,inf,15.323663301006219,1.0,13.878411436742049,0.56,1.9000000000000006,inf,15.40898894511446,1.0,14.390632364264015,0.46,1.9000000000000006,inf,8.833333333333334,1.0,4.249182927993987,0.48,1.9000000000000006,inf,40.666666666666664,8.0,23.612614331233114,0.05,1.9000000000000006,inf,43.48943701114858,1.9853511069442216,22.990730626626785,0.08,1.9000000000000006
inf,50.43605636587308,1.0,22.130911923867465,0.06,2.0000000000000004,inf,15.315933916428492,1.0,13.881205206785921,0.56,2.0000000000000004,inf,15.404740737093775,1.0,14.393045777314681,0.46,2.0000000000000004,inf,8.833333333333334,1.0,4.249182927993987,0.48,2.0000000000000004,inf,40.666666666666664,8.0,23.612614331233114,0.05,2.0000000000000004,inf,43.487948760815186,1.9839546686525238,22.99326393097552,0.08,2.0000000000000004
inf,50.43454268593352,1.0,22.13243163536559,0.06,2.1000000000000005,inf,15.311154372043044,1.0,13.883106070611934,0.56,2.1000000000000005,inf,15.400492529073091,1.0,14.395478304528082,0.46,2.1000000000000005,inf,8.833333333333334,1.0,4.249182927993987,0.48,2.1000000000000005,inf,40.666666666666664,8.0,23.612614331233114,0.05,2.1000000000000005,inf,43.486460510481784,1.982558230360826,22.995798079263707,0.08,2.1000000000000005
inf,50.43302900599397,1.0,22.13395214212997,0.06,2.2000000000000006,inf,15.306687605359453,1.0,13.884901719319972,0.56,2.2000000000000006,inf,15.396244321052402,1.0,14.397929936216219,0.46,2.2000000000000006,inf,8.833333333333334,1.0,4.249182927993987,0.48,2.2000000000000006,inf,40.666666666666664,8.0,23.612614331233114,0.05,2.2000000000000006,inf,43.484672600857245,1.9811617920691282,22.998365486499054,0.1,2.2000000000000006
inf,50.43151532605441,1.0,22.135473443996716,0.06,2.3000000000000007,inf,15.304040750684202,1.0,13.885931170234448,0.56,2.3000000000000007,inf,15.391996113031716,1.0,14.400400662621626,0.46,2.3000000000000007,inf,8.833333333333334,1.0,4.249182927993987,0.48,2.3000000000000007,inf,40.666666666666664,8.0,23.612614331233114,0.05,2.3000000000000007,inf,43.48260608352591,1.9797653537774305,23.00096401745143,0.1,2.3000000000000007
inf,50.430001646114846,1.0,22.136995540801912,0.06,2.400000000000001,inf,15.302140535447414,1.0,13.886570679897396,0.56,2.400000000000001,inf,15.389242868203365,1.0,14.40180958820865,0.46,2.400000000000001,inf,8.833333333333334,1.0,4.249182927993987,0.48,2.400000000000001,inf,40.666666666666664,8.0,23.612614331233114,0.05,2.400000000000001,inf,43.48053956619458,1.9783689154857327,23.003563578878012,0.1,2.400000000000001
inf,50.42848796617529,1.0,22.138518432381588,0.06,2.500000000000001,inf,15.300240320210625,1.0,13.88721181941054,0.56,2.500000000000001,inf,15.387719177767478,1.0,14.402336596390613,0.46,2.500000000000001,inf,8.833333333333334,1.0,4.249182927993987,0.48,2.500000000000001,inf,40.666666666666664,8.0,23.612614331233114,0.05,2.500000000000001,inf,43.47847304886326,1.976972477194035,23.00616417042949,0.1,2.500000000000001
inf,50.426974286235726,1.0,22.14004211857174,0.06,2.600000000000001,inf,15.298340104973834,1.0,13.887854588548166,0.56,2.600000000000001,inf,15.386195487331587,1.0,14.402867178231315,0.46,2.600000000000001,inf,8.833333333333334,1.0,4.249182927993987,0.48,2.600000000000001,inf,40.666666666666664,8.0,23.612614331233114,0.05,2.600000000000001,inf,43.47640653153193,1.9755760389023371,23.00876579175657,0.1,2.600000000000001
inf,50.42546060629617,1.0,22.14156659920832,0.06,2.700000000000001,inf,15.296439889737046,1.0,13.888498987084004,0.56,2.700000000000001,inf,15.384671796895699,1.0,14.403401333335822,0.46,2.700000000000001,inf,8.833333333333334,1.0,4.249182927993987,0.48,2.700000000000001,inf,40.666666666666664,8.0,23.612614331233114,0.05,2.700000000000001,inf,43.47434001420059,1.9741796006106394,23.011368442509973,0.1,2.700000000000001
inf,50.42394692635661,1.0,22.143091874127254,0.06,2.800000000000001,inf,15.294539674500255,1.0,13.889145014791264,0.56,2.800000000000001,inf,15.38314810645981,1.0,14.403939061306607,0.46,2.800000000000001,inf,8.833333333333334,1.0,4.249182927993987,0.48,2.800000000000001,inf,40.666666666666664,8.0,23.612614331233114,0.05,2.800000000000001,inf,43.47227349686927,1.9727831623189416,23.01397212234045,0.1,2.800000000000001
