gradient_descent_sst best cost max,gradient_descent_sst best cost mean,gradient_descent_sst best cost min,gradient_descent_sst best cost std,gradient_descent_sst success fraction,gradient_descent_sst time,policy_guided_gradient_descent_sst best cost max,policy_guided_gradient_descent_sst best cost mean,policy_guided_gradient_descent_sst best cost min,policy_guided_gradient_descent_sst best cost std,policy_guided_gradient_descent_sst success fraction,policy_guided_gradient_descent_sst time,policy_guided_sst best cost max,policy_guided_sst best cost mean,policy_guided_sst best cost min,policy_guided_sst best cost std,policy_guided_sst success fraction,policy_guided_sst time,rl best cost max,rl best cost mean,rl best cost min,rl best cost std,rl success fraction,rl time,stable_sparse_rrt best cost max,stable_sparse_rrt best cost mean,stable_sparse_rrt best cost min,stable_sparse_rrt best cost std,stable_sparse_rrt success fraction,stable_sparse_rrt time
inf,58.73913043478261,4.0,35.91199072043661,0.92,14.399999999999965,55.0,26.14,8.0,10.162696492565345,1.0,14.399999999999965,56.0,23.02,5.0,9.902504733651988,1.0,14.399999999999965,40.0,21.36,1.0,10.08912285582845,1.0,14.399999999999965,inf,64.75,1.0,32.884456814732395,0.8,14.399999999999965
inf,58.73913043478261,4.0,35.91199072043661,0.92,14.499999999999964,55.0,26.14,8.0,10.162696492565345,1.0,14.499999999999964,56.0,23.02,5.0,9.902504733651988,1.0,14.499999999999964,40.0,21.36,1.0,10.08912285582845,1.0,14.499999999999964,inf,64.75,1.0,32.884456814732395,0.8,14.499999999999964
inf,58.73913043478261,4.0,35.91199072043661,0.92,14.599999999999964,55.0,26.14,8.0,10.162696492565345,1.0,14.599999999999964,56.0,23.02,5.0,9.902504733651988,1.0,14.599999999999964,40.0,21.36,1.0,10.08912285582845,1.0,14.599999999999964,inf,64.75,1.0,32.884456814732395,0.8,14.599999999999964
inf,58.73913043478261,4.0,35.91199072043661,0.92,14.699999999999964,55.0,26.14,8.0,10.162696492565345,1.0,14.699999999999964,56.0,23.02,5.0,9.902504733651988,1.0,14.699999999999964,40.0,21.36,1.0,10.08912285582845,1.0,14.699999999999964,inf,64.75,1.0,32.884456814732395,0.8,14.699999999999964
inf,58.73913043478261,4.0,35.91199072043661,0.92,14.799999999999963,55.0,26.14,8.0,10.162696492565345,1.0,14.799999999999963,56.0,23.02,5.0,9.902504733651988,1.0,14.799999999999963,40.0,21.36,1.0,10.08912285582845,1.0,14.799999999999963,inf,64.75,1.0,32.884456814732395,0.8,14.799999999999963
inf,58.73913043478261,4.0,35.91199072043661,0.92,14.899999999999963,55.0,26.14,8.0,10.162696492565345,1.0,14.899999999999963,56.0,23.02,5.0,9.902504733651988,1.0,14.899999999999963,40.0,21.36,1.0,10.08912285582845,1.0,14.899999999999963,inf,64.75,1.0,32.884456814732395,0.8,14.899999999999963
inf,58.73913043478261,4.0,35.91199072043661,0.92,14.999999999999963,55.0,26.14,8.0,10.162696492565345,1.0,14.999999999999963,56.0,23.02,5.0,9.902504733651988,1.0,14.999999999999963,40.0,21.36,1.0,10.08912285582845,1.0,14.999999999999963,inf,64.75,1.0,32.884456814732395,0.8,14.999999999999963
inf,58.73913043478261,4.0,35.91199072043661,0.92,15.099999999999962,55.0,26.14,8.0,10.162696492565345,1.0,15.099999999999962,56.0,23.02,5.0,9.902504733651988,1.0,15.099999999999962,40.0,21.36,1.0,10.08912285582845,1.0,15.099999999999962,inf,64.75,1.0,32.884456814732395,0.8,15.099999999999962
inf,58.73913043478261,4.0,35.91199072043661,0.92,15.199999999999962,55.0,26.14,8.0,10.162696492565345,1.0,15.199999999999962,56.0,23.02,5.0,9.902504733651988,1.0,15.199999999999962,40.0,21.36,1.0,10.08912285582845,1.0,15.199999999999962,inf,64.75,1.0,32.884456814732395,0.8,15.199999999999962
inf,58.73913043478261,4.0,35.91199072043661,0.92,15.299999999999962,55.0,26.14,8.0,10.162696492565345,1.0,15.299999999999962,56.0,23.02,5.0,9.902504733651988,1.0,15.299999999999962,40.0,21.36,1.0,10.08912285582845,1.0,15.299999999999962,inf,64.75,1.0,32.884456814732395,0.8,15.299999999999962
inf,58.73913043478261,4.0,35.91199072043661,0.92,15.399999999999961,55.0,26.14,8.0,10.162696492565345,1.0,15.399999999999961,56.0,23.02,5.0,9.902504733651988,1.0,15.399999999999961,40.0,21.36,1.0,10.08912285582845,1.0,15.399999999999961,inf,64.75,1.0,32.884456814732395,0.8,15.399999999999961
inf,58.73913043478261,4.0,35.91199072043661,0.92,15.499999999999961,55.0,26.14,8.0,10.162696492565345,1.0,15.499999999999961,56.0,23.02,5.0,9.902504733651988,1.0,15.499999999999961,40.0,21.36,1.0,10.08912285582845,1.0,15.499999999999961,inf,64.75,1.0,32.884456814732395,0.8,15.499999999999961
inf,58.73913043478261,4.0,35.91199072043661,0.92,15.59999999999996,55.0,26.14,8.0,10.162696492565345,1.0,15.59999999999996,56.0,23.02,5.0,9.902504733651988,1.0,15.59999999999996,40.0,21.36,1.0,10.08912285582845,1.0,15.59999999999996,inf,64.75,1.0,32.884456814732395,0.8,15.59999999999996
inf,58.73913043478261,4.0,35.91199072043661,0.92,15.69999999999996,55.0,26.14,8.0,10.162696492565345,1.0,15.69999999999996,56.0,23.02,5.0,9.902504733651988,1.0,15.69999999999996,40.0,21.36,1.0,10.08912285582845,1.0,15.69999999999996,inf,64.75,1.0,32.884456814732395,0.8,15.69999999999996
inf,58.73913043478261,4.0,35.91199072043661,0.92,15.79999999999996,55.0,26.14,8.0,10.162696492565345,1.0,15.79999999999996,56.0,23.02,5.0,9.902504733651988,1.0,15.79999999999996,40.0,21.36,1.0,10.08912285582845,1.0,15.79999999999996,inf,64.75,1.0,32.884456814732395,0.8,15.79999999999996
inf,58.73913043478261,4.0,35.91199072043661,0.92,15.89999999999996,55.0,26.14,8.0,10.162696492565345,1.0,15.89999999999996,56.0,23.02,5.0,9.902504733651988,1.0,15.89999999999996,40.0,21.36,1.0,10.08912285582845,1.0,15.89999999999996,inf,64.75,1.0,32.884456814732395,0.8,15.89999999999996
inf,58.73913043478261,4.0,35.91199072043661,0.92,15.99999999999996,55.0,26.14,8.0,10.162696492565345,1.0,15.99999999999996,56.0,23.02,5.0,9.902504733651988,1.0,15.99999999999996,40.0,21.36,1.0,10.08912285582845,1.0,15.99999999999996,inf,64.75,1.0,32.884456814732395,0.8,15.99999999999996
inf,58.73913043478261,4.0,35.91199072043661,0.92,16.09999999999996,55.0,26.14,8.0,10.162696492565345,1.0,16.09999999999996,56.0,23.02,5.0,9.902504733651988,1.0,16.09999999999996,40.0,21.36,1.0,10.08912285582845,1.0,16.09999999999996,inf,64.75,1.0,32.884456814732395,0.8,16.09999999999996
inf,58.73913043478261,4.0,35.91199072043661,0.92,16.19999999999996,55.0,26.14,8.0,10.162696492565345,1.0,16.19999999999996,56.0,23.02,5.0,9.902504733651988,1.0,16.19999999999996,40.0,21.36,1.0,10.08912285582845,1.0,16.19999999999996,inf,64.75,1.0,32.884456814732395,0.8,16.19999999999996
inf,58.73913043478261,4.0,35.91199072043661,0.92,16.29999999999996,55.0,26.14,8.0,10.162696492565345,1.0,16.29999999999996,56.0,23.02,5.0,9.902504733651988,1.0,16.29999999999996,40.0,21.36,1.0,10.08912285582845,1.0,16.29999999999996,inf,64.75,1.0,32.884456814732395,0.8,16.29999999999996
inf,58.73913043478261,4.0,35.91199072043661,0.92,16.399999999999963,55.0,26.14,8.0,10.162696492565345,1.0,16.399999999999963,56.0,23.02,5.0,9.902504733651988,1.0,16.399999999999963,40.0,21.36,1.0,10.08912285582845,1.0,16.399999999999963,inf,64.75,1.0,32.884456814732395,0.8,16.399999999999963
inf,58.73913043478261,4.0,35.91199072043661,0.92,16.499999999999964,55.0,26.14,8.0,10.162696492565345,1.0,16.499999999999964,56.0,23.02,5.0,9.902504733651988,1.0,16.499999999999964,40.0,21.36,1.0,10.08912285582845,1.0,16.499999999999964,inf,64.75,1.0,32.884456814732395,0.8,16.499999999999964
inf,58.73913043478261,4.0,35.91199072043661,0.92,16.599999999999966,55.0,26.14,8.0,10.162696492565345,1.0,16.599999999999966,56.0,23.02,5.0,9.902504733651988,1.0,16.599999999999966,40.0,21.36,1.0,10.08912285582845,1.0,16.599999999999966,inf,64.75,1.0,32.884456814732395,0.8,16.599999999999966
inf,58.73913043478261,4.0,35.91199072043661,0.92,16.699999999999967,55.0,26.14,8.0,10.162696492565345,1.0,16.699999999999967,56.0,23.02,5.0,9.902504733651988,1.0,16.699999999999967,40.0,21.36,1.0,10.08912285582845,1.0,16.699999999999967,inf,64.75,1.0,32.884456814732395,0.8,16.699999999999967
inf,58.73913043478261,4.0,35.91199072043661,0.92,16.79999999999997,55.0,26.14,8.0,10.162696492565345,1.0,16.79999999999997,56.0,23.02,5.0,9.902504733651988,1.0,16.79999999999997,40.0,21.36,1.0,10.08912285582845,1.0,16.79999999999997,inf,64.75,1.0,32.884456814732395,0.8,16.79999999999997
inf,58.73913043478261,4.0,35.91199072043661,0.92,16.89999999999997,55.0,26.14,8.0,10.162696492565345,1.0,16.89999999999997,56.0,23.02,5.0,9.902504733651988,1.0,16.89999999999997,40.0,21.36,1.0,10.08912285582845,1.0,16.89999999999997,inf,64.75,1.0,32.884456814732395,0.8,16.89999999999997
inf,58.73913043478261,4.0,35.91199072043661,0.92,16.99999999999997,55.0,26.14,8.0,10.162696492565345,1.0,16.99999999999997,56.0,23.02,5.0,9.902504733651988,1.0,16.99999999999997,40.0,21.36,1.0,10.08912285582845,1.0,16.99999999999997,inf,64.75,1.0,32.884456814732395,0.8,16.99999999999997
inf,58.73913043478261,4.0,35.91199072043661,0.92,17.099999999999973,55.0,26.14,8.0,10.162696492565345,1.0,17.099999999999973,56.0,23.02,5.0,9.902504733651988,1.0,17.099999999999973,40.0,21.36,1.0,10.08912285582845,1.0,17.099999999999973,inf,64.75,1.0,32.884456814732395,0.8,17.099999999999973
inf,58.73913043478261,4.0,35.91199072043661,0.92,17.199999999999974,55.0,26.14,8.0,10.162696492565345,1.0,17.199999999999974,56.0,23.02,5.0,9.902504733651988,1.0,17.199999999999974,40.0,21.36,1.0,10.08912285582845,1.0,17.199999999999974,inf,64.75,1.0,32.884456814732395,0.8,17.199999999999974
inf,58.73913043478261,4.0,35.91199072043661,0.92,17.299999999999976,55.0,26.14,8.0,10.162696492565345,1.0,17.299999999999976,56.0,23.02,5.0,9.902504733651988,1.0,17.299999999999976,40.0,21.36,1.0,10.08912285582845,1.0,17.299999999999976,inf,64.75,1.0,32.884456814732395,0.8,17.299999999999976
inf,58.73913043478261,4.0,35.91199072043661,0.92,17.399999999999977,55.0,26.14,8.0,10.162696492565345,1.0,17.399999999999977,56.0,23.02,5.0,9.902504733651988,1.0,17.399999999999977,40.0,21.36,1.0,10.08912285582845,1.0,17.399999999999977,inf,64.75,1.0,32.884456814732395,0.8,17.399999999999977
inf,58.73913043478261,4.0,35.91199072043661,0.92,17.49999999999998,55.0,26.14,8.0,10.162696492565345,1.0,17.49999999999998,56.0,23.02,5.0,9.902504733651988,1.0,17.49999999999998,40.0,21.36,1.0,10.08912285582845,1.0,17.49999999999998,inf,64.75,1.0,32.884456814732395,0.8,17.49999999999998
inf,58.73913043478261,4.0,35.91199072043661,0.92,17.59999999999998,55.0,26.14,8.0,10.162696492565345,1.0,17.59999999999998,56.0,23.02,5.0,9.902504733651988,1.0,17.59999999999998,40.0,21.36,1.0,10.08912285582845,1.0,17.59999999999998,inf,64.75,1.0,32.884456814732395,0.8,17.59999999999998
inf,58.73913043478261,4.0,35.91199072043661,0.92,17.69999999999998,55.0,26.14,8.0,10.162696492565345,1.0,17.69999999999998,56.0,23.02,5.0,9.902504733651988,1.0,17.69999999999998,40.0,21.36,1.0,10.08912285582845,1.0,17.69999999999998,inf,64.75,1.0,32.884456814732395,0.8,17.69999999999998
inf,58.73913043478261,4.0,35.91199072043661,0.92,17.799999999999983,55.0,26.14,8.0,10.162696492565345,1.0,17.799999999999983,56.0,23.02,5.0,9.902504733651988,1.0,17.799999999999983,40.0,21.36,1.0,10.08912285582845,1.0,17.799999999999983,inf,64.75,1.0,32.884456814732395,0.8,17.799999999999983
