policy_guided_gradient_descent_sst best cost max,policy_guided_gradient_descent_sst best cost mean,policy_guided_gradient_descent_sst best cost min,policy_guided_gradient_descent_sst best cost std,policy_guided_gradient_descent_sst success fraction,policy_guided_gradient_descent_sst time,policy_guided_sst best cost max,policy_guided_sst best cost mean,policy_guided_sst best cost min,policy_guided_sst best cost std,policy_guided_sst success fraction,policy_guided_sst time,rl best cost max,rl best cost mean,rl best cost min,rl best cost std,rl success fraction,rl time,rl_rrt best cost max,rl_rrt best cost mean,rl_rrt best cost min,rl_rrt best cost std,rl_rrt success fraction,rl_rrt time,stable_sparse_rrt best cost max,stable_sparse_rrt best cost mean,stable_sparse_rrt best cost min,stable_sparse_rrt best cost std,stable_sparse_rrt success fraction,stable_sparse_rrt time
10.823880626800939,3.2389477991952207,1.0,1.7931449927034007,1.0,0.9999999999999999,12.138958884238203,3.1113208324239885,1.0,1.5620445119456836,1.0,0.9999999999999999,4.0,2.78,1.0,0.9754998718605759,1.0,0.9999999999999999,inf,23.88888888888889,13.0,17.110389595177708,0.0,0.9999999999999999,inf,27.600723883678285,3.0,14.62581672338193,0.08,0.9999999999999999
10.590070094037534,3.2012513426486873,1.0,1.7258781336095446,1.0,1.0999999999999999,11.37842082835945,3.092867299444245,1.0,1.4764070717199933,1.0,1.0999999999999999,4.0,2.78,1.0,0.9754998718605759,1.0,1.0999999999999999,inf,23.88888888888889,13.0,17.110389595177708,0.0,1.0999999999999999,inf,27.598587924935284,3.0,14.625672943702488,0.08,1.0999999999999999
10.356259561274127,3.1839487536186324,1.0,1.6845306550714985,1.0,1.2,10.617882772480698,3.0744137664645006,1.0,1.3938502937032866,1.0,1.2,4.0,2.78,1.0,0.9754998718605759,1.0,1.2,inf,23.88888888888889,13.0,17.110389595177708,0.0,1.2,inf,27.594901137137047,3.0,14.625822213797232,0.1,1.2
10.12244902851072,3.1748629533257224,1.0,1.6482772289485406,1.0,1.3,9.857344716601943,3.0559602334847575,1.0,1.3149545455244553,1.0,1.3,4.0,2.78,1.0,0.9754998718605759,1.0,1.3,inf,23.88888888888889,13.0,17.110389595177708,0.0,1.3,inf,27.583713696250708,3.0,14.62748096014175,0.1,1.3
9.888638495747315,3.1657771530328125,1.0,1.6123301846823435,1.0,1.4000000000000001,9.096806660723189,3.0375067005050136,1.0,1.2404185938790466,1.0,1.4000000000000001,4.0,2.78,1.0,0.9754998718605759,1.0,1.4000000000000001,inf,23.88888888888889,13.0,17.110389595177708,0.0,1.4000000000000001,inf,27.572526255364362,3.0,14.629402925718857,0.1,1.4000000000000001
9.654827962983909,3.1566913527399025,1.0,1.5767104777917138,1.0,1.5000000000000002,8.336268604844435,3.02051380777197,1.0,1.169756978131184,1.0,1.5000000000000002,4.0,2.78,1.0,0.9754998718605759,1.0,1.5000000000000002,inf,23.88888888888889,13.0,17.110389595177708,0.0,1.5000000000000002,inf,27.56071552738787,3.0,14.631569917782876,0.12,1.5000000000000002
9.421017430220502,3.1476055524469935,1.0,1.5414408008390723,1.0,1.6000000000000003,7.575730548965682,3.0048439125818502,1.0,1.1036438025238886,1.0,1.6000000000000003,4.0,2.78,1.0,0.9754998718605759,1.0,1.6000000000000003,inf,23.88888888888889,13.0,17.110389595177708,0.0,1.6000000000000003,inf,27.54701968548889,3.0,14.633954896661091,0.12,1.6000000000000003
9.187206897457095,3.138519752154084,1.0,1.5065457376321112,1.0,1.7000000000000004,6.815192493086927,2.9891740173917305,1.0,1.04421694303094,1.0,1.7000000000000004,4.0,2.78,1.0,0.9754998718605759,1.0,1.7000000000000004,inf,23.88888888888889,13.0,17.110389595177708,0.0,1.7000000000000004,inf,27.53332384358992,3.0,14.636618274947466,0.12,1.7000000000000004
8.953396364693688,3.129433951861174,1.0,1.4720519291235674,1.0,1.8000000000000005,6.054654437208173,2.973504122201611,1.0,0.9926779597014724,1.0,1.8000000000000005,4.0,2.78,1.0,0.9754998718605759,1.0,1.8000000000000005,inf,23.88888888888889,13.0,17.110389595177708,0.0,1.8000000000000005,inf,27.519628001690943,3.0,14.639559900694206,0.12,1.8000000000000005
8.719585831930281,3.120348151568264,1.0,1.437988250949292,1.0,1.9000000000000006,5.29411638132942,2.957834227011491,1.0,0.9503110888240647,1.0,1.9000000000000006,4.0,2.78,1.0,0.9754998718605759,1.0,1.9000000000000006,inf,23.88888888888889,13.0,17.110389595177708,0.0,1.9000000000000006,inf,27.505932159791968,3.0,14.642779606207762,0.12,1.9000000000000006
8.485775299166876,3.1112623512753546,1.0,1.4043860021635242,1.0,2.0000000000000004,4.533578325450669,2.9421643318213717,1.0,0.9183865883752793,1.0,2.0000000000000004,4.0,2.78,1.0,0.9754998718605759,1.0,2.0000000000000004,inf,23.88888888888889,13.0,17.110389595177708,0.0,2.0000000000000004,inf,27.49223631789299,3.0,14.646277208096492,0.14,2.0000000000000004
8.251964766403471,3.1021765509824446,1.0,1.3712791042126842,1.0,2.1000000000000005,4.0,2.9264944366312515,1.0,0.8980188261801053,1.0,2.1000000000000005,4.0,2.78,1.0,0.9754998718605759,1.0,2.1000000000000005,inf,23.88888888888889,13.0,17.110389595177708,0.0,2.1000000000000005,inf,27.47854047599401,3.0,14.650052507322705,0.14,2.1000000000000005
8.018154233640065,3.093090750689535,1.0,1.3387043085015784,1.0,2.2000000000000006,4.0,2.9108245414411322,1.0,0.8900015870440386,1.0,2.2000000000000006,4.0,2.78,1.0,0.9754998718605759,1.0,2.2000000000000006,inf,23.88888888888889,13.0,17.110389595177708,0.0,2.2000000000000006,inf,27.464844634095037,3.0,14.654105289259057,0.14,2.2000000000000006
7.784343700876658,3.0792343319882125,1.0,1.2897863497455158,1.0,2.3000000000000007,4.0,2.895154646251013,1.0,0.8946669570340826,1.0,2.3000000000000007,4.0,2.78,1.0,0.9754998718605759,1.0,2.3000000000000007,inf,23.88888888888889,13.0,17.110389595177708,0.0,2.3000000000000007,inf,27.451148792196058,3.0,14.658435323749293,0.14,2.3000000000000007
7.550533168113251,3.065298552377296,1.0,1.242497137888355,1.0,2.400000000000001,4.0,2.8794847510608927,1.0,0.9118202834863055,1.0,2.400000000000001,4.0,2.78,1.0,0.9754998718605759,1.0,2.400000000000001,inf,23.88888888888889,13.0,17.110389595177708,0.0,2.400000000000001,inf,27.437452950297082,3.0,14.663042365173206,0.14,2.400000000000001
7.316722635349844,3.0513627727663803,1.0,1.1973553416631055,1.0,2.500000000000001,4.0,2.869197094949635,1.0,0.9292600461482816,1.0,2.500000000000001,4.0,2.78,1.0,0.9754998718605759,1.0,2.500000000000001,inf,23.88888888888889,13.0,17.110389595177708,0.0,2.500000000000001,inf,27.42110983342314,3.0,14.66683165333464,0.18,2.500000000000001
7.082912102586437,3.037426993155464,1.0,1.154612860501354,1.0,2.600000000000001,4.0,2.8687379608770907,1.0,0.9293162999903246,1.0,2.600000000000001,4.0,2.78,1.0,0.9754998718605759,1.0,2.600000000000001,inf,23.88888888888889,13.0,17.110389595177708,0.0,2.600000000000001,inf,27.399201941847537,3.0,14.667371102113304,0.18,2.600000000000001
6.8491015698230315,3.0234912135445478,1.0,1.1145457675387727,1.0,2.700000000000001,4.0,2.8682788268045467,1.0,0.9293806583060377,1.0,2.700000000000001,4.0,2.78,1.0,0.9754998718605759,1.0,2.700000000000001,inf,23.88888888888889,13.0,17.110389595177708,0.0,2.700000000000001,inf,27.37729405027193,3.0,14.668306204511845,0.2,2.700000000000001
6.615291037059626,3.0095554339336315,1.0,1.0774525720975348,1.0,2.800000000000001,4.0,2.8678196927320014,1.0,0.9294531194118817,1.0,2.800000000000001,4.0,2.78,1.0,0.9754998718605759,1.0,2.800000000000001,inf,23.88888888888889,13.0,17.110389595177708,0.0,2.800000000000001,inf,27.355386158696323,3.0,14.669636884868542,0.2,2.800000000000001
6.381480504296219,2.9956196543227156,1.0,1.043650415214847,1.0,2.9000000000000012,4.0,2.8673605586594575,1.0,0.9295336814129151,1.0,2.9000000000000012,4.0,2.78,1.0,0.9754998718605759,1.0,2.9000000000000012,inf,23.88888888888889,13.0,17.110389595177708,0.0,2.9000000000000012,inf,27.333478267120718,3.0,14.671363035547625,0.2,2.9000000000000012
6.147669971532813,2.9816838747117993,1.0,1.0134686478200392,1.0,3.0000000000000013,4.0,2.866901424586912,1.0,0.9296223422030436,1.0,3.0000000000000013,4.0,2.78,1.0,0.9754998718605759,1.0,3.0000000000000013,inf,23.88888888888889,13.0,17.110389595177708,0.0,3.0000000000000013,inf,27.311346593507402,3.0,14.673611351128669,0.22,3.0000000000000013
5.913859438769406,2.967748095100883,1.0,0.9872393721523482,1.0,3.1000000000000014,4.0,2.8664422905143683,1.0,0.9297190994652926,1.0,3.1000000000000014,4.0,2.78,1.0,0.9754998718605759,1.0,3.1000000000000014,inf,23.88888888888889,13.0,17.110389595177708,0.0,3.1000000000000014,inf,27.288863862147913,3.0,14.676453225945295,0.22,3.1000000000000014
5.680048906005999,2.9620124605088525,1.0,0.9723699104681894,1.0,3.2000000000000015,4.0,2.865983156441823,1.0,0.9298239506721113,1.0,3.2000000000000015,4.0,2.78,1.0,0.9754998718605759,1.0,3.2000000000000015,inf,23.88888888888889,13.0,17.110389595177708,0.0,3.2000000000000015,inf,27.266381130788428,3.0,14.679689214376102,0.22,3.2000000000000015
5.446238373242593,2.9569111513710062,1.0,0.9590813005085734,1.0,3.3000000000000016,4.0,2.865524022369279,1.0,0.9299368930857016,1.0,3.3000000000000016,4.0,2.78,1.0,0.9754998718605759,1.0,3.3000000000000016,inf,23.88888888888889,13.0,17.110389595177708,0.0,3.3000000000000016,inf,27.24389839942894,3.0,14.683319055850488,0.22,3.3000000000000016
5.2124278404791875,2.9518098422331605,1.0,0.946737864673733,1.0,3.4000000000000017,4.0,2.8650648882967342,1.0,0.9300579237583745,1.0,3.4000000000000017,4.0,2.78,1.0,0.9754998718605759,1.0,3.4000000000000017,inf,23.88888888888889,13.0,17.110389595177708,0.0,3.4000000000000017,inf,27.221415668069454,3.0,14.687342458356992,0.22,3.4000000000000017
4.978617307715782,2.946708533095314,1.0,0.9353770218736419,1.0,3.5000000000000018,4.0,2.86460575422419,1.0,0.9301870395329347,1.0,3.5000000000000018,4.0,2.78,1.0,0.9754998718605759,1.0,3.5000000000000018,inf,23.88888888888889,13.0,17.110389595177708,0.0,3.5000000000000018,inf,27.198932936709966,3.0,14.691759098560393,0.22,3.5000000000000018
4.744806774952375,2.941607223957468,1.0,0.9250349760478727,1.0,3.600000000000002,4.0,2.864146620151645,1.0,0.9303242370430906,1.0,3.600000000000002,4.0,2.78,1.0,0.9754998718605759,1.0,3.600000000000002,inf,23.88888888888889,13.0,17.110389595177708,0.0,3.600000000000002,inf,27.17645020535048,3.0,14.696568621931114,0.22,3.600000000000002
4.728650255228039,2.9365059148196218,1.0,0.9157462454168374,1.0,3.700000000000002,4.0,2.8636874860791006,1.0,0.9304695127138926,1.0,3.700000000000002,4.0,2.78,1.0,0.9754998718605759,1.0,3.700000000000002,inf,23.88888888888889,13.0,17.110389595177708,0.0,3.700000000000002,inf,27.153967473990996,3.0,14.70177064288687,0.22,3.700000000000002
4.720852110358509,2.9314046056817755,1.0,0.9075431726913279,1.0,3.800000000000002,4.0,2.8632283520065562,1.0,0.9306228627621955,1.0,3.800000000000002,4.0,2.78,1.0,0.9754998718605759,1.0,3.800000000000002,inf,23.88888888888889,13.0,17.110389595177708,0.0,3.800000000000002,inf,27.131484742631507,3.0,14.707364744946403,0.22,3.800000000000002
4.71305396548898,2.9263032965439297,1.0,0.9004554291150171,1.0,3.900000000000002,4.0,2.8627692179340114,1.0,0.9307842831971521,1.0,3.900000000000002,4.0,2.78,1.0,0.9754998718605759,1.0,3.900000000000002,inf,23.88888888888889,13.0,17.110389595177708,0.0,3.900000000000002,inf,26.991066049343583,3.0,14.59878317814235,0.26,3.900000000000002
4.70525582061945,2.9212019874060844,1.0,0.8945095273764493,1.0,4.000000000000002,4.0,2.8623100838614666,1.0,0.930953769820728,1.0,4.000000000000002,4.0,2.78,1.0,0.9754998718605759,1.0,4.000000000000002,inf,23.88888888888889,13.0,17.110389595177708,0.0,4.000000000000002,inf,26.735546607935984,3.0,14.503637314076117,0.28,4.000000000000002
4.69745767574992,2.9161006782682377,1.0,0.8897283599684955,1.0,4.100000000000001,4.0,2.861850949788922,1.0,0.9311313182282452,1.0,4.100000000000001,4.0,2.78,1.0,0.9754998718605759,1.0,4.100000000000001,inf,23.88888888888889,13.0,17.110389595177708,0.0,4.100000000000001,inf,26.495615004834285,3.0,14.564687553673323,0.28,4.100000000000001
4.689659530880391,2.910999369130392,1.0,0.8861307802563231,1.0,4.200000000000001,4.0,2.861391815716378,1.0,0.9313169238089527,1.0,4.200000000000001,4.0,2.78,1.0,0.9754998718605759,1.0,4.200000000000001,inf,23.88888888888889,13.0,17.110389595177708,0.0,4.200000000000001,inf,26.471135966080702,3.0,14.571686824814195,0.28,4.200000000000001
4.681861386010861,2.9058980599925457,1.0,0.8837312431523466,1.0,4.300000000000001,4.0,2.860932681643833,1.0,0.9315105817466207,1.0,4.300000000000001,4.0,2.78,1.0,0.9754998718605759,1.0,4.300000000000001,inf,23.88888888888889,13.0,17.110389595177708,0.0,4.300000000000001,inf,26.446656927327126,3.0,14.57908626680151,0.28,4.300000000000001
4.674063241141332,2.903310300597797,1.0,0.8826395050103468,1.0,4.4,4.0,2.8604735475712886,1.0,0.9317122870201624,1.0,4.4,4.0,2.78,1.0,0.9754998718605759,1.0,4.4,inf,23.88888888888889,13.0,17.110389595177708,0.0,4.4,inf,26.420447926978454,3.0,14.584567830862886,0.3,4.4
4.666265096271802,2.902885202115219,1.0,0.8819164193833474,1.0,4.5,4.0,2.8600144134987437,1.0,0.9319220344042793,1.0,4.5,4.0,2.78,1.0,0.9754998718605759,1.0,4.5,inf,23.88888888888889,13.0,17.110389595177708,0.0,4.5,inf,26.392901630408915,3.0,14.588674237698516,0.3,4.5
4.658466951402272,2.9024601036326407,1.0,0.881196675921213,1.0,4.6,4.0,2.8595552794261994,1.0,0.9321398184701354,1.0,4.6,4.0,2.78,1.0,0.9754998718605759,1.0,4.6,inf,23.88888888888889,13.0,17.110389595177708,0.0,4.6,inf,26.365355333839375,3.0,14.593201351198779,0.3,4.6
4.650668806532743,2.9020350051500627,1.0,0.8804802828200431,1.0,4.699999999999999,4.0,2.8590961453536545,1.0,0.9323656335860516,1.0,4.699999999999999,4.0,2.78,1.0,0.9754998718605759,1.0,4.699999999999999,inf,23.88888888888889,13.0,17.110389595177708,0.0,4.699999999999999,inf,26.33780903726983,3.0,14.598148779960605,0.3,4.699999999999999
4.642870661663213,2.9016099066674848,1.0,0.8797672482644187,1.0,4.799999999999999,4.0,2.85863701128111,1.0,0.9325994739182293,1.0,4.799999999999999,4.0,2.78,1.0,0.9754998718605759,1.0,4.799999999999999,inf,23.88888888888889,13.0,17.110389595177708,0.0,4.799999999999999,inf,26.302063518485877,3.0,14.594807992257593,0.32,4.799999999999999
4.635072516793684,2.9011848081849076,1.0,0.8790575804270437,1.0,4.899999999999999,4.0,2.8581778772085658,1.0,0.9328413334314967,1.0,4.899999999999999,4.0,2.78,1.0,0.9754998718605759,1.0,4.899999999999999,inf,23.88888888888889,13.0,17.110389595177708,0.0,4.899999999999999,inf,26.25820387765488,3.0,14.583834423409911,0.32,4.899999999999999
4.6272743719241545,2.900759709702329,1.0,0.8783512874683831,1.0,4.999999999999998,4.0,2.857718743136021,1.0,0.9330912058900801,1.0,4.999999999999998,4.0,2.78,1.0,0.9754998718605759,1.0,4.999999999999998,inf,23.88888888888889,13.0,17.110389595177708,0.0,4.999999999999998,inf,26.21434423682388,3.0,14.57403509291481,0.32,4.999999999999998
4.619476227054625,2.9003346112197517,1.0,0.8776483775363007,1.0,5.099999999999998,4.0,2.857259609063476,1.0,0.9333490848583991,1.0,5.099999999999998,4.0,2.78,1.0,0.9754998718605759,1.0,5.099999999999998,inf,23.88888888888889,13.0,17.110389595177708,0.0,5.099999999999998,inf,26.170484595992875,3.0,14.565412370787719,0.32,5.099999999999998
4.611678082185096,2.8999095127371732,1.0,0.8769488587656933,1.0,5.1999999999999975,4.0,2.8568004749909313,1.0,0.9336149637018865,1.0,5.1999999999999975,4.0,2.78,1.0,0.9754998718605759,1.0,5.1999999999999975,inf,23.88888888888889,13.0,17.110389595177708,0.0,5.1999999999999975,inf,26.12662495516188,3.0,14.557968347753274,0.32,5.1999999999999975
4.603879937315566,2.8994844142545957,1.0,0.876252739278126,1.0,5.299999999999997,4.0,2.856341340918387,1.0,0.9338888355878309,1.0,5.299999999999997,4.0,2.78,1.0,0.9754998718605759,1.0,5.299999999999997,inf,23.88888888888889,13.0,17.110389595177708,0.0,5.299999999999997,inf,26.0757199951748,3.0,14.542135353246417,0.34,5.299999999999997
4.596081792446037,2.8990593157720173,1.0,0.875560027181463,1.0,5.399999999999997,4.0,2.8561127619495075,1.0,0.9339579849266643,1.0,5.399999999999997,4.0,2.78,1.0,0.9754998718605759,1.0,5.399999999999997,inf,23.88888888888889,13.0,17.110389595177708,0.0,5.399999999999997,inf,26.02061590506003,3.0,14.522022466658797,0.34,5.399999999999997
4.588283647576507,2.8986342172894393,1.0,0.8748707305694967,1.0,5.4999999999999964,4.0,2.8560405472062094,1.0,0.9338847004234749,1.0,5.4999999999999964,4.0,2.78,1.0,0.9754998718605759,1.0,5.4999999999999964,inf,23.88888888888889,13.0,17.110389595177708,0.0,5.4999999999999964,inf,25.965511814945266,3.0,14.503394269314962,0.34,5.4999999999999964
4.580485502706978,2.8982091188068613,1.0,0.8741848575215786,1.0,5.599999999999996,4.0,2.8559683324629113,1.0,0.9338116838146694,1.0,5.599999999999996,4.0,2.78,1.0,0.9754998718605759,1.0,5.599999999999996,inf,23.88888888888889,13.0,17.110389595177708,0.0,5.599999999999996,inf,25.910407724830495,3.0,14.486256488800171,0.36,5.599999999999996
4.572687357837448,2.8977840203242833,1.0,0.8735024161022437,1.0,5.699999999999996,4.0,2.8558961177196123,1.0,0.9337389351630944,1.0,5.699999999999996,4.0,2.78,1.0,0.9754998718605759,1.0,5.699999999999996,inf,23.88888888888889,13.0,17.110389595177708,0.0,5.699999999999996,inf,25.85530363471573,3.0,14.470614420488983,0.36,5.699999999999996
4.564889212967918,2.8973589218417057,1.0,0.8728234143608364,1.0,5.799999999999995,4.0,2.855823902976314,1.0,0.9336664545313854,1.0,5.799999999999995,4.0,2.78,1.0,0.9754998718605759,1.0,5.799999999999995,inf,23.88888888888889,13.0,17.110389595177708,0.0,5.799999999999995,inf,25.800199544600964,3.0,14.456472919515125,0.36,5.799999999999995
4.557091068098389,2.8969338233591277,1.0,0.8721478603311345,1.0,5.899999999999995,4.0,2.855751688233016,1.0,0.9335942419819662,1.0,5.899999999999995,4.0,2.78,1.0,0.9754998718605759,1.0,5.899999999999995,inf,23.88888888888889,13.0,17.110389595177708,0.0,5.899999999999995,inf,25.75512778400721,3.0,14.449291509696637,0.36,5.899999999999995
4.549292923228859,2.8965087248765498,1.0,0.8714757620309703,1.0,5.999999999999995,4.0,2.855679473489718,1.0,0.9335222975770495,1.0,5.999999999999995,4.0,2.78,1.0,0.9754998718605759,1.0,5.999999999999995,inf,23.88888888888889,13.0,17.110389595177708,0.0,5.999999999999995,inf,25.718329911205,3.0,14.443892365004503,0.38,5.999999999999995
4.54149477835933,2.8960836263939713,1.0,0.8708071274618517,1.0,6.099999999999994,4.0,2.85560725874642,1.0,0.933450621378636,1.0,6.099999999999994,4.0,2.78,1.0,0.9754998718605759,1.0,6.099999999999994,inf,23.88888888888889,13.0,17.110389595177708,0.0,6.099999999999994,inf,25.690593127139056,3.0,14.426072142487817,0.38,6.099999999999994
4.5336966334898,2.8956585279113938,1.0,0.8701419646085801,1.0,6.199999999999994,4.0,2.8555350440031213,1.0,0.9333792134485138,1.0,6.199999999999994,4.0,2.78,1.0,0.9754998718605759,1.0,6.199999999999994,inf,23.88888888888889,13.0,17.110389595177708,0.0,6.199999999999994,inf,25.662836032229194,3.0,14.408728112264734,0.4,6.199999999999994
4.52589848862027,2.895233429428816,1.0,0.8694802814388685,1.0,6.299999999999994,4.0,2.855462829259823,1.0,0.9333080738482592,1.0,6.299999999999994,4.0,2.78,1.0,0.9754998718605759,1.0,6.299999999999994,inf,23.88888888888889,13.0,17.110389595177708,0.0,6.299999999999994,inf,25.630108045098822,3.0,14.389023469967695,0.42,6.299999999999994
4.518100343750741,2.894808330946238,1.0,0.868822085902957,1.0,6.399999999999993,4.0,2.855390614516525,1.0,0.9332372026392355,1.0,6.399999999999993,4.0,2.78,1.0,0.9754998718605759,1.0,6.399999999999993,inf,23.88888888888889,13.0,17.110389595177708,0.0,6.399999999999993,inf,25.597380057968454,3.0,14.369861918271559,0.42,6.399999999999993
4.510302198881211,2.89438323246366,1.0,0.8681673859332271,1.0,6.499999999999993,4.0,2.855318399773227,1.0,0.9331665998825934,1.0,6.499999999999993,4.0,2.78,1.0,0.9754998718605759,1.0,6.499999999999993,inf,23.88888888888889,13.0,17.110389595177708,0.0,6.499999999999993,inf,25.564652070838086,3.0,14.351245632553923,0.42,6.499999999999993
4.502504054011682,2.893958133981082,1.0,0.8675161894438151,1.0,6.5999999999999925,4.0,2.855246185029929,1.0,0.9330962656392703,1.0,6.5999999999999925,4.0,2.78,1.0,0.9754998718605759,1.0,6.5999999999999925,inf,23.88888888888889,13.0,17.110389595177708,0.0,6.5999999999999925,inf,25.53192408370771,3.0,14.333176737429906,0.42,6.5999999999999925
4.494705909142152,2.8935330354985043,1.0,0.8668685043302234,1.0,6.699999999999992,4.0,2.8551739702866303,1.0,0.9330261999699899,1.0,6.699999999999992,4.0,2.78,1.0,0.9754998718605759,1.0,6.699999999999992,inf,23.88888888888889,13.0,17.110389595177708,0.0,6.699999999999992,inf,25.499196096577347,3.0,14.315657305611303,0.42,6.699999999999992
4.4869077642726225,2.8931079370159263,1.0,0.8662243384689303,1.0,6.799999999999992,4.0,2.8551017555433327,1.0,0.9329564029352627,1.0,6.799999999999992,4.0,2.78,1.0,0.9754998718605759,1.0,6.799999999999992,inf,23.88888888888889,13.0,17.110389595177708,0.0,6.799999999999992,inf,25.466468109446975,3.0,14.298689356783706,0.42,6.799999999999992
4.4791096194030935,2.8926828385333483,1.0,0.8655836997170007,1.0,6.8999999999999915,4.0,2.855029540800034,1.0,0.9328868745953849,1.0,6.8999999999999915,4.0,2.78,1.0,0.9754998718605759,1.0,6.8999999999999915,inf,23.88888888888889,13.0,17.110389595177708,0.0,6.8999999999999915,inf,25.43374012231661,3.0,14.28227485650286,0.42,6.8999999999999915
4.471311474533564,2.8922577400507703,1.0,0.8649465959116908,1.0,6.999999999999991,4.0,2.854957326056736,1.0,0.9328176150104391,1.0,6.999999999999991,4.0,2.78,1.0,0.9754998718605759,1.0,6.999999999999991,inf,23.88888888888889,13.0,17.110389595177708,0.0,6.999999999999991,inf,25.379098817888046,3.0,14.241655391384082,0.46,6.999999999999991
4.463513329664035,2.8918326415681923,1.0,0.8643130348700578,1.0,7.099999999999991,4.0,2.854885111313438,1.0,0.9327486242402925,1.0,7.099999999999991,4.0,2.78,1.0,0.9754998718605759,1.0,7.099999999999991,inf,23.88888888888889,13.0,17.110389595177708,0.0,7.099999999999991,inf,25.303014486403182,3.0,14.18149699506734,0.46,7.099999999999991
4.455715184794505,2.8914075430856143,1.0,0.8636830243885625,1.0,7.19999999999999,4.0,2.85481289657014,1.0,0.9326799023445984,1.0,7.19999999999999,4.0,2.78,1.0,0.9754998718605759,1.0,7.19999999999999,inf,23.88888888888889,13.0,17.110389595177708,0.0,7.19999999999999,inf,25.22693015491831,3.0,14.12745036976475,0.46,7.19999999999999
