gradient_descent_sst best cost ci,gradient_descent_sst best cost max,gradient_descent_sst best cost mean,gradient_descent_sst best cost min,gradient_descent_sst best cost std,gradient_descent_sst success fraction,gradient_descent_sst success fraction ci,gradient_descent_sst time,policy_guided_gradient_descent_sst best cost ci,policy_guided_gradient_descent_sst best cost max,policy_guided_gradient_descent_sst best cost mean,policy_guided_gradient_descent_sst best cost min,policy_guided_gradient_descent_sst best cost std,policy_guided_gradient_descent_sst success fraction,policy_guided_gradient_descent_sst success fraction ci,policy_guided_gradient_descent_sst time,policy_guided_sst best cost ci,policy_guided_sst best cost max,policy_guided_sst best cost mean,policy_guided_sst best cost min,policy_guided_sst best cost std,policy_guided_sst success fraction,policy_guided_sst success fraction ci,policy_guided_sst time,rl best cost ci,rl best cost max,rl best cost mean,rl best cost min,rl best cost std,rl success fraction,rl success fraction ci,rl time,stable_sparse_rrt best cost ci,stable_sparse_rrt best cost max,stable_sparse_rrt best cost mean,stable_sparse_rrt best cost min,stable_sparse_rrt best cost std,stable_sparse_rrt success fraction,stable_sparse_rrt success fraction ci,stable_sparse_rrt time
"(33.791847765197865, 55.22565079196922, 44.508749278583544)",inf,44.508749278583544,20.806196808724707,18.562217920895783,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",16.29999999999996,"(25.222939907459484, 40.07971348648116, 32.65132669697032)",inf,32.65132669697032,3.0,18.195757246332857,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",16.29999999999996,"(24.890869208261144, 40.687015988071245, 32.788942598166194)",inf,32.788942598166194,5.0,19.745183474762626,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",16.29999999999996,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",16.29999999999996,"(43.901789499088935, 61.43568879862805, 52.66873914885849)",inf,52.66873914885849,15.0,19.603495372202698,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",16.29999999999996
"(33.78243648161517, 55.21767327845412, 44.50005488003465)",inf,44.50005488003465,20.80499710647872,18.563459602197504,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",16.399999999999963,"(25.216904316553837, 40.06810656769828, 32.64250544212606)",inf,32.64250544212606,3.0,18.188933791088374,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",16.399999999999963,"(24.885871517175133, 40.6820864569641, 32.78397898706962)",inf,32.78397898706962,5.0,19.74526867473621,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",16.399999999999963,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",16.399999999999963,"(43.89878168921899, 61.434414006404324, 52.66659784781166)",inf,52.66659784781166,15.0,19.605432944834288,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",16.399999999999963
"(33.77301364655266, 55.20970731641882, 44.49136048148574)",inf,44.49136048148574,20.80379740423273,18.564721291249157,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",16.499999999999964,"(25.210837710183114, 40.05653066438049, 32.6336841872818)",inf,32.6336841872818,3.0,18.182186307907486,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",16.499999999999964,"(24.88086608245547, 40.67716466949061, 32.77901537597304)",inf,32.77901537597304,5.0,19.74537323379392,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",16.499999999999964,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",16.499999999999964,"(43.89577284003853, 61.43314025349109, 52.66445654676481)",inf,52.66445654676481,15.0,19.60737284143479,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",16.499999999999964
"(33.76357926236536, 55.20175290350833, 44.482666082936845)",inf,44.482666082936845,20.80259770198674,18.566002983971746,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",16.599999999999966,"(25.204740053804723, 40.04498581107035, 32.62486293243754)",inf,32.62486293243754,3.0,18.175514881401863,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",16.599999999999966,"(24.875852904225173, 40.672250625527745, 32.77405176487646)",inf,32.77405176487646,5.0,19.745497151628218,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",16.599999999999966,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",16.599999999999966,"(43.89276295185604, 61.4318675395799, 52.66231524571797)",inf,52.66231524571797,15.0,19.609315061314486,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",16.599999999999966
"(33.75413333144495, 55.19381003733095, 44.47397168438795)",inf,44.47397168438795,20.801397999740754,18.56730467622274,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",16.699999999999967,"(25.198611313215025, 40.033472041971535, 32.61604167759328)",inf,32.61604167759328,3.0,18.16891959535302,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",16.699999999999967,"(24.87083198263003, 40.667344324929736, 32.76908815377988)",inf,32.76908815377988,5.0,19.74564042787463,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",16.699999999999967,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",16.699999999999967,"(43.889752024980204, 61.43059586436207, 52.660173944671136)",inf,52.660173944671136,15.0,19.611259603783125,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",16.699999999999967
"(33.74467585621977, 55.18587871545833, 44.46527728583905)",inf,44.46527728583905,20.800198297494767,18.56862636379613,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",16.79999999999997,"(25.192451454551318, 40.021989390946715, 32.607220422749016)",inf,32.607220422749016,3.0,18.162400532707274,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",16.79999999999997,"(24.8658033178386, 40.66244576752801, 32.764124542683305)",inf,32.764124542683305,5.0,19.74580306211176,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",16.79999999999997,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",16.79999999999997,"(43.88674005971995, 61.42932522752863, 52.65803264362429)",inf,52.65803264362429,15.0,19.613206468149883,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",16.79999999999997
"(33.73520683915476, 55.17795893542554, 44.45658288729015)",inf,44.45658288729015,20.798998595248776,18.56996804242252,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",16.89999999999997,"(25.186260444293907, 40.0105378915156, 32.59839916790475)",inf,32.59839916790475,3.0,18.155957775570755,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",16.89999999999997,"(24.8607669100422, 40.65755495313124, 32.75916093158672)",inf,32.75916093158672,5.0,19.7459850538613,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",16.89999999999997,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",16.89999999999997,"(43.88372705638449, 61.42805562877042, 52.655891342577455)",inf,52.655891342577455,15.0,19.61515565372339,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",16.89999999999997
"(33.725726282751424, 55.170050694731074, 44.44788848874125)",inf,44.44788848874125,20.79779889300279,18.571329707769166,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",16.99999999999997,"(25.180038249268154, 39.999117576852825, 32.58957791306049)",inf,32.58957791306049,3.0,18.14959140520444,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",16.99999999999997,"(24.855722759454938, 40.65267188152534, 32.75419732049014)",inf,32.75419732049014,5.0,19.74618640258801,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",16.99999999999997,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",16.99999999999997,"(43.88071301528324, 61.42678706777799, 52.653750041530614)",inf,52.653750041530614,15.0,19.617107159811738,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",16.99999999999997
"(33.716234189547805, 55.1621539908369, 44.43919409019235)",inf,44.43919409019235,20.7965991907568,18.57271135544007,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",17.099999999999973,"(25.173784836646433, 39.98772847978603, 32.58075665821623)",inf,32.58075665821623,3.0,18.14330150201925,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",17.099999999999973,"(24.85067086631366, 40.64779655247347, 32.749233709393565)",inf,32.749233709393565,5.0,19.746407107699763,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",17.099999999999973,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",17.099999999999973,"(43.87769793672589, 61.42551954424167, 52.65160874048378)",inf,52.65160874048378,15.0,19.619060985722463,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",17.099999999999973
"(33.70673056211842, 55.154268821168486, 44.430499691643455)",inf,44.430499691643455,20.795399488510814,18.574112980976032,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",17.199999999999974,"(25.16750017395016, 39.97637063279379, 32.571935403371974)",inf,32.571935403371974,3.0,18.137088145571138,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",17.199999999999974,"(24.845611230877974, 40.642928965715996, 32.74427009829699)",inf,32.74427009829699,5.0,19.74664716854753,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",17.199999999999974,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",17.199999999999974,"(43.87468182102235, 61.424253057851516, 52.64946743943693)",inf,52.64946743943693,15.0,19.621017130762546,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",17.199999999999974
"(33.69721540307421, 55.146395183114876, 44.42180529309454)",inf,44.42180529309454,20.794199786264823,18.575534579854736,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",17.299999999999976,"(25.16118422905175, 39.96504406800367, 32.56311414852771)",inf,32.56311414852771,3.0,18.13095141455628,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",17.299999999999976,"(24.84054385343025, 40.63806912097056, 32.73930648720041)",inf,32.73930648720041,5.0,19.746906584425393,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",17.299999999999976,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",17.299999999999976,"(43.87166466848281, 61.42298760829739, 52.6473261383901)",inf,52.6473261383901,15.0,19.622975594238433,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",17.299999999999976
"(33.68768871506258, 55.13853307402874, 44.41311089454566)",inf,44.41311089454566,20.793000084018836,18.576976147490818,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",17.399999999999977,"(25.154836970176593, 39.953748817190295, 32.554292893683446)",inf,32.554292893683446,3.0,18.12489138680626,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",17.399999999999977,"(24.835468734275608, 40.633217017932054, 32.73434287610383)",inf,32.73434287610383,5.0,19.747185354570558,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",17.399999999999977,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",17.399999999999977,"(43.86864647941765, 61.421723195268854, 52.64518483734325)",inf,52.64518483734325,15.0,19.624936375456024,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",17.399999999999977
"(33.678150500767195, 55.1306824912263, 44.40441649599675)",inf,44.40441649599675,20.79180038177285,18.578437679235932,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",17.49999999999998,"(25.148458365904997, 39.94248491177338, 32.54547163883919)",inf,32.54547163883919,3.0,18.118908139283324,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",17.49999999999998,"(24.830385873741903, 40.6283726562726, 32.72937926500725)",inf,32.72937926500725,5.0,19.74748347816337,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",17.49999999999998,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",17.49999999999998,"(43.865627254137564, 61.42045981845527, 52.64304353629642)",inf,52.64304353629642,15.0,19.62689947372067,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",17.49999999999998
"(33.66860076290814, 55.12284343198756, 44.39572209744785)",inf,44.39572209744785,20.79060067952686,18.579919170378844,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",17.59999999999998,"(25.14204838517408, 39.93125238281577, 32.536650383994925)",inf,32.536650383994925,3.0,18.113001748075643,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",17.59999999999998,"(24.825295272179748, 40.6235360356416, 32.724415653910675)",inf,32.724415653910675,5.0,19.747800954327317,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",17.59999999999998,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",17.59999999999998,"(43.86260699295343, 61.41919747754572, 52.64090223524958)",inf,52.64090223524958,15.0,19.62886488833718,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",17.59999999999998
"(33.659039504241704, 55.115015893556205, 44.387027698898954)",inf,44.387027698898954,20.78940097728087,18.58142061614547,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",17.69999999999998,"(25.135606997279726, 39.920051261021605, 32.52782912915067)",inf,32.52782912915067,3.0,18.107172288392665,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",17.69999999999998,"(24.820196929962478, 40.61870715566572, 32.7194520428141)",inf,32.7194520428141,5.0,19.74813778212905,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",17.69999999999998,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",17.69999999999998,"(43.85958569617639, 61.4179361722291, 52.63876093420274)",inf,52.63876093420274,15.0,19.63083261860983,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",17.69999999999998
"(33.64946672756043, 55.10719987313967, 44.37833330035005)",inf,44.37833330035005,20.788201275034883,18.582942011698997,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",17.799999999999983,"(25.129134171878427, 39.90888157673438, 32.5190078743064)",inf,32.5190078743064,3.0,18.101419834560474,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",17.799999999999983,"(24.815090847486164, 40.61388601594887, 32.71448843171752)",inf,32.71448843171752,5.0,19.748493960578386,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",17.799999999999983,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",17.799999999999983,"(43.856563364117825, 61.416675902193994, 52.63661963315591)",inf,52.63661963315591,15.0,19.632802663842345,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",17.799999999999983
"(33.639882435693046, 55.09939536790926, 44.36963890180115)",inf,44.36963890180115,20.787001572788895,18.584483352139927,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",17.899999999999984,"(25.122629878989194, 39.897743359935085, 32.51018661946214)",inf,32.51018661946214,3.0,18.09574446001721,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",17.899999999999984,"(24.809977025169605, 40.60907261607228, 32.70952482062094)",inf,32.70952482062094,5.0,19.748869488628344,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",17.899999999999984,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",17.899999999999984,"(43.85353999708934, 61.41541666712878, 52.63447833210906)",inf,52.63447833210906,15.0,19.634775023337912,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",17.899999999999984
"(33.63028663150442, 55.09160237500009, 44.360944503252256)",inf,44.360944503252256,20.785801870542908,18.586044632506177,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",17.999999999999986,"(25.116094088995382, 39.88663664024037, 32.501365364617875)",inf,32.501365364617875,3.0,18.090146237308534,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",17.999999999999986,"(24.80485546345431, 40.60426695559442, 32.704561209524364)",inf,32.704561209524364,5.0,19.749264365175133,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",17.999999999999986,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",17.999999999999986,"(43.85051559540284, 61.4141584667216, 52.63233703106222)",inf,52.63233703106222,15.0,19.636749696399182,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",17.999999999999986
"(33.620679317895494, 55.08382089151122, 44.35225010470336)",inf,44.35225010470336,20.784602168296917,18.58762584777314,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",18.099999999999987,"(25.109526772646547, 39.875561446900676, 32.49254410977361)",inf,32.49254410977361,3.0,18.084625238083113,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",18.099999999999987,"(24.799726162804504, 40.599469034051054, 32.69959759842778)",inf,32.69959759842778,5.0,19.74967858905819,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",18.099999999999987,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",18.099999999999987,"(43.8474901593704, 61.41290130066037, 52.63019573001539)",inf,52.63019573001539,15.0,19.63872668232827,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",18.099999999999987
"(33.61106049780327, 55.07605091450565, 44.34355570615446)",inf,44.34355570615446,20.78340246605093,18.589226992853778,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",18.19999999999999,"(25.10292790106025, 39.86451780879845, 32.483722854929354)",inf,32.483722854929354,3.0,18.079181533088203,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",18.19999999999999,"(24.794589123707134, 40.59467885095528, 32.69463398733121)",inf,32.69463398733121,5.0,19.750112159060183,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",18.19999999999999,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",18.19999999999999,"(43.84446368930436, 61.41164516863272, 52.62805442896854)",inf,52.62805442896854,15.0,19.640705980426752,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",18.19999999999999
"(33.601430174200765, 55.06829244101035, 44.33486130760556)",inf,44.33486130760556,20.782202763804943,18.590848062598702,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",18.29999999999999,"(25.09629744572385, 39.853505754446346, 32.4749016000851)",inf,32.4749016000851,3.0,18.073815192165224,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",18.29999999999999,"(24.789444346671807, 40.58989640579744, 32.68967037623462)",inf,32.68967037623462,5.0,19.75056507390704,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",18.29999999999999,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",18.29999999999999,"(43.84143618551734, 61.41039007032607, 52.625913127921706)",inf,52.625913127921706,15.0,19.64268758999567,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",18.29999999999999
"(33.59178835009693, 55.06054546801639, 44.32616690905666)",inf,44.32616690905666,20.781003061558955,18.592489051796246,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",18.39999999999999,"(25.089635378496265, 39.8425253119854, 32.46608034524083)",inf,32.46608034524083,3.0,18.06852628424542,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",18.39999999999999,"(24.784291832230863, 40.58512169804523, 32.684706765138046)",inf,32.684706765138046,5.0,19.75103733226796,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",18.39999999999999,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",18.39999999999999,"(43.83840764832212, 61.4091360054276, 52.62377182687486)",inf,52.62377182687486,15.0,19.644671510335534,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",18.39999999999999
"(33.58213502853661, 55.05280999247891, 44.31747251050776)",inf,44.31747251050776,20.779803359312965,18.59414995517256,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",18.499999999999993,"(25.082941671609795, 39.83157650918336, 32.457259090396576)",inf,32.457259090396576,3.0,18.063314877345544,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",18.499999999999993,"(24.779131580939296, 40.58035472714364, 32.67974315404147)",inf,32.67974315404147,5.0,19.75152893275543,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",18.499999999999993,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",18.499999999999993,"(43.83537807803178, 61.40788297362427, 52.621630525828024)",inf,52.621630525828024,15.0,19.646657740746317,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",18.499999999999993
"(33.57247021260054, 55.04508601131716, 44.30877811195885)",inf,44.30877811195885,20.778603657066977,18.59583076739168,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",18.599999999999994,"(25.07621629767177, 39.820659373432854, 32.44843783555231)",inf,32.44843783555231,3.0,18.05818103856361,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",18.599999999999994,"(24.773963593374784, 40.57559549251499, 32.67477954294489)",inf,32.67477954294489,5.0,19.752039873925263,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",18.599999999999994,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",18.599999999999994,"(43.832347474959626, 61.40663097460274, 52.619489224781184)",inf,52.619489224781184,15.0,19.64864628052746,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",18.599999999999994
"(33.56279390540526, 55.03737352141468, 44.30008371340997)",inf,44.30008371340997,20.77740395482099,18.59753148305563,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",18.699999999999996,"(25.06945922966635, 39.809773931749746, 32.43961658070805)",inf,32.43961658070805,3.0,18.053124834074676,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",18.699999999999996,"(24.768787870137675, 40.57084399355895, 32.66981593184831)",inf,32.66981593184831,5.0,19.752570154276594,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",18.699999999999996,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",18.699999999999996,"(43.82931583941918, 61.40538000804952, 52.61734792373435)",inf,52.61734792373435,15.0,19.650637128977873,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",18.699999999999996
"(33.553106110103, 55.02967251961911, 44.29138931486106)",inf,44.29138931486106,20.776204252575003,18.599252096704497,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",18.799999999999997,"(25.06267044095617, 39.79892021077141, 32.43079532586379)",inf,32.43079532586379,3.0,18.048146329126702,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",18.799999999999997,"(24.763604411850967, 40.566100229652506, 32.664852320751734)",inf,32.664852320751734,5.0,19.75311977225192,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",18.799999999999997,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",18.799999999999997,"(43.826283171724214, 61.40413007365079, 52.6152066226875)",inf,52.6152066226875,15.0,19.652630285395947,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",18.799999999999997
"(33.5434068298818, 55.021983002742516, 44.28269491631216)",inf,44.28269491631216,20.77500455032901,18.60099260281652,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",18.9,"(25.05584990528402, 39.78809823675503, 32.42197407101953)",inf,32.42197407101953,3.0,18.043245588036417,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",18.9,"(24.758413219160303, 40.561364200149995, 32.65988870965515)",inf,32.65988870965515,5.0,19.75368872623711,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",18.9,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",18.9,"(43.82324947218875, 61.402881171092574, 52.61306532164066)",inf,52.61306532164066,15.0,19.65462574907953,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",18.9
"(33.533696067965295, 55.01430496756123, 44.27400051776326)",inf,44.27400051776326,20.773804848083024,18.602752995808174,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",19.0,"(25.048997596774537, 39.777308035575984, 32.41315281617526)",inf,32.41315281617526,3.0,18.03842267418528,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",19.0,"(24.753214292733997, 40.55663590438316, 32.65492509855858)",inf,32.65492509855858,5.0,19.754277014561453,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",19.0,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",19.0,"(43.82021474112703, 61.401633300060624, 52.61092402059383)",inf,52.61092402059383,15.0,19.656623519325947,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",19.0
"(33.52397382761272, 55.006638410815995, 44.26530611921436)",inf,44.26530611921436,20.772605145837037,18.60453327003427,0.08,"[0.027607090992212306, 0.1790661496180137, 0.08]",19.1,"(25.042113489935804, 39.766549632726196, 32.404331561331)",inf,32.404331561331,3.0,18.03367765001548,0.24,"[0.1384137654673936, 0.37069316759016935, 0.24]",19.1,"(24.748007633262933, 40.55191534166105, 32.649961487461994)",inf,32.649961487461994,5.0,19.75488463549765,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",19.1,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",19.1,"(43.81717897885354, 61.40038646024045, 52.608782719546994)",inf,52.608782719546994,15.0,19.658623595432,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",19.1
