gradient_descent_sst best cost ci,gradient_descent_sst best cost max,gradient_descent_sst best cost mean,gradient_descent_sst best cost min,gradient_descent_sst best cost std,gradient_descent_sst success fraction,gradient_descent_sst success fraction ci,gradient_descent_sst time,policy_guided_gradient_descent_sst best cost ci,policy_guided_gradient_descent_sst best cost max,policy_guided_gradient_descent_sst best cost mean,policy_guided_gradient_descent_sst best cost min,policy_guided_gradient_descent_sst best cost std,policy_guided_gradient_descent_sst success fraction,policy_guided_gradient_descent_sst success fraction ci,policy_guided_gradient_descent_sst time,policy_guided_sst best cost ci,policy_guided_sst best cost max,policy_guided_sst best cost mean,policy_guided_sst best cost min,policy_guided_sst best cost std,policy_guided_sst success fraction,policy_guided_sst success fraction ci,policy_guided_sst time,rl best cost ci,rl best cost max,rl best cost mean,rl best cost min,rl best cost std,rl success fraction,rl success fraction ci,rl time,stable_sparse_rrt best cost ci,stable_sparse_rrt best cost max,stable_sparse_rrt best cost mean,stable_sparse_rrt best cost min,stable_sparse_rrt best cost std,stable_sparse_rrt success fraction,stable_sparse_rrt success fraction ci,stable_sparse_rrt time
"(20.89690177646321, 41.27321677800103, 31.08505927723212)",inf,31.08505927723212,7.0,17.6464064268457,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",158.3999999999953,"(20.94472752247061, 34.17856345537169, 27.561645488921148)",inf,27.561645488921148,3.0,16.208072687658312,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",158.3999999999953,"(22.875112944656877, 38.57733891178903, 30.726225928222952)",inf,30.726225928222952,5.0,19.627782458915185,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",158.3999999999953,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",158.3999999999953,"(39.42562548114565, 57.904413853585744, 48.6650196673657)",inf,48.6650196673657,11.0,20.659913471304375,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",158.3999999999953
"(20.896308615884713, 41.2727629413123, 31.084535778598507)",inf,31.084535778598507,7.0,17.646527084873597,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",158.49999999999528,"(20.944657227129113, 34.178351637389795, 27.561504432259454)",inf,27.561504432259454,3.0,16.207899358530305,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",158.49999999999528,"(22.87469328053942, 38.57694606253121, 30.72581967153532)",inf,30.72581967153532,5.0,19.627815977489742,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",158.49999999999528,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",158.49999999999528,"(39.42548341618551, 57.90430619921417, 48.66489480769984)",inf,48.66489480769984,11.0,20.659951943511967,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",158.49999999999528
"(20.895715357154362, 41.27230920277543, 31.084012279964895)",inf,31.084012279964895,7.0,17.64664791290549,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",158.59999999999528,"(20.944586921017333, 34.178139830178196, 27.561363375597765)",inf,27.561363375597765,3.0,16.207726055784008,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",158.59999999999528,"(22.87427355735291, 38.57655327234246, 30.725413414847687)",inf,30.725413414847687,5.0,19.627849643736937,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",158.59999999999528,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",158.59999999999528,"(39.42534134484558, 57.90419855122241, 48.66476994803399)",inf,48.66476994803399,11.0,20.659990429985235,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",158.59999999999528
"(20.895122000274178, 41.271855562388396, 31.083488781331287)",inf,31.083488781331287,7.0,17.646768910937887,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",158.69999999999527,"(20.94451660413491, 34.17792803373723, 27.56122231893607)",inf,27.56122231893607,3.0,16.207552779420276,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",158.69999999999527,"(22.87385377509765, 38.57616054122245, 30.72500715816005)",inf,30.72500715816005,5.0,19.627883457656,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",158.69999999999527,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",158.69999999999527,"(39.42519926712586, 57.90409090961042, 48.66464508836814)",inf,48.66464508836814,11.0,20.6600289307241,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",158.69999999999527
"(20.894528545246175, 41.271402020149175, 31.082965282697675)",inf,31.082965282697675,7.0,17.646890078967285,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",158.79999999999526,"(20.944446276481514, 34.17771624806725, 27.56108126227438)",inf,27.56108126227438,3.0,16.207379529439947,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",158.79999999999526,"(22.873433933773953, 38.57576786917089, 30.72460090147242)",inf,30.72460090147242,5.0,19.627917419246174,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",158.79999999999526,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",158.79999999999526,"(39.42505718302642, 57.90398327437814, 48.66452022870228)",inf,48.66452022870228,11.0,20.660067445728473,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",158.79999999999526
"(20.893934992072374, 41.27094857605575, 31.082441784064063)",inf,31.082441784064063,7.0,17.647011416990196,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",158.89999999999526,"(20.944375938056783, 34.17750447316859, 27.560940205612685)",inf,27.560940205612685,3.0,16.207206305843872,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",158.89999999999526,"(22.873014033382105, 38.57537525618746, 30.724194644784784)",inf,30.724194644784784,5.0,19.627951528506692,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",158.89999999999526,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",158.89999999999526,"(39.42491509254728, 57.903875645525574, 48.66439536903643)",inf,48.66439536903643,11.0,20.660105974998284,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",158.89999999999526
"(20.89334134075481, 41.27049523010611, 31.081918285430458)",inf,31.081918285430458,7.0,17.647132925003103,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",158.99999999999525,"(20.944305588860384, 34.1772927090416, 27.56079914895099)",inf,27.56079914895099,3.0,16.207033108632896,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",158.99999999999525,"(22.872594073922443, 38.57498270227187, 30.723788388097155)",inf,30.723788388097155,5.0,19.62798578543678,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",158.99999999999525,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",158.99999999999525,"(39.424772995688485, 57.90376802305266, 48.664270509370574)",inf,48.664270509370574,11.0,20.660144518533446,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",158.99999999999525
"(20.89274759129549, 41.2700419822982, 31.081394786796846)",inf,31.081394786796846,7.0,17.6472546030025,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",159.09999999999525,"(20.94423522889197, 34.177080955686634, 27.5606580922893)",inf,27.5606580922893,3.0,16.206859937807867,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",159.09999999999525,"(22.87217405539525, 38.57459020742378, 30.723382131409515)",inf,30.723382131409515,5.0,19.62802019003567,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",159.09999999999525,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",159.09999999999525,"(39.42463089245007, 57.903660406959375, 48.66414564970472)",inf,48.66414564970472,11.0,20.660183076333883,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",159.09999999999525
"(20.892153743696458, 41.269588832630006, 31.080871288163234)",inf,31.080871288163234,7.0,17.64737645098487,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",159.19999999999524,"(20.944164858151197, 34.17686921310403, 27.560517035627612)",inf,27.560517035627612,3.0,16.206686793369624,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",159.19999999999524,"(22.87175397780085, 38.57419777164292, 30.722975874721886)",inf,30.722975874721886,5.0,19.628054742302584,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",159.19999999999524,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",159.19999999999524,"(39.42448878283204, 57.90355279724568, 48.66402079003886)",inf,48.66402079003886,11.0,20.660221648399517,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",159.19999999999524
"(20.891559797959744, 41.2691357810995, 31.080347789529622)",inf,31.080347789529622,7.0,17.647498468946687,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",159.29999999999524,"(20.94409447663771, 34.17665748129413, 27.56037597896592)",inf,27.56037597896592,3.0,16.20651367531902,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",159.29999999999524,"(22.87133384113956, 38.57380539492895, 30.722569618034253)",inf,30.722569618034253,5.0,19.62808944223674,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",159.29999999999524,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",159.29999999999524,"(39.424346666834495, 57.90344519391154, 48.663895930373016)",inf,48.663895930373016,11.0,20.660260234730263,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",159.29999999999524
"(20.890965754087382, 41.26868282770464, 31.07982429089601)",inf,31.07982429089601,7.0,17.647620656884435,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",159.39999999999523,"(20.94402408435117, 34.17644576025727, 27.560234922304222)",inf,27.560234922304222,3.0,16.206340583656896,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",159.39999999999523,"(22.870913645411676, 38.573413077281565, 30.72216336134662)",inf,30.72216336134662,5.0,19.628124289837356,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",159.39999999999523,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",159.39999999999523,"(39.42420454445741, 57.903337596956916, 48.66377107070716)",inf,48.66377107070716,11.0,20.660298835326046,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",159.39999999999523
"(20.890371612081413, 41.26822997244338, 31.079300792262398)",inf,31.079300792262398,7.0,17.64774301479457,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",159.49999999999523,"(20.943953681291237, 34.17623404999382, 27.560093865642532)",inf,27.560093865642532,3.0,16.2061675183841,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",159.49999999999523,"(22.870493390617533, 38.57302081870044, 30.721757104658987)",inf,30.721757104658987,5.0,19.628159285103642,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",159.49999999999523,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",159.49999999999523,"(39.42406241570084, 57.90323000638177, 48.6636462110413)",inf,48.6636462110413,11.0,20.660337450186784,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",159.49999999999523
"(20.88977737194388, 41.26777721531369, 31.078777293628786)",inf,31.078777293628786,7.0,17.647865542673568,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",159.59999999999522,"(20.943883267457558, 34.17602235050412, 27.55995280898084)",inf,27.55995280898084,3.0,16.205994479501477,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",159.59999999999522,"(22.870073076757425, 38.57262861918528, 30.72135084797135)",inf,30.72135084797135,5.0,19.628194428034817,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",159.59999999999522,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",159.59999999999522,"(39.42392028056483, 57.90312242218607, 48.66352135137545)",inf,48.66352135137545,11.0,20.660376079312396,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",159.59999999999522
"(20.889183033676826, 41.267324556313525, 31.078253794995177)",inf,31.078253794995177,7.0,17.647988240517886,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",159.6999999999952,"(20.943812842849795, 34.1758106617885, 27.55981175231915)",inf,27.55981175231915,3.0,16.205821467009873,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",159.6999999999952,"(22.869652703831687, 38.57223647873575, 30.72094459128372)",inf,30.72094459128372,5.0,19.62822971863008,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",159.6999999999952,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",159.6999999999952,"(39.42377813904942, 57.90301484436979, 48.663396491709605)",inf,48.663396491709605,11.0,20.660414722702804,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",159.6999999999952
"(20.888588597282293, 41.26687199544084, 31.077730296361565)",inf,31.077730296361565,7.0,17.648111108323974,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",159.7999999999952,"(20.943742407467596, 34.175598983847316, 27.559670695657456)",inf,27.559670695657456,3.0,16.20564848091013,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",159.7999999999952,"(22.86923227184063, 38.57184439735154, 30.720538334596085)",inf,30.720538334596085,5.0,19.62826515688864,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",159.7999999999952,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",159.7999999999952,"(39.42363599115462, 57.90290727293287, 48.663271632043745)",inf,48.663271632043745,11.0,20.660453380357925,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",159.7999999999952
"(20.88799406276234, 41.26641953269357, 31.077206797727953)",inf,31.077206797727953,7.0,17.648234146088285,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",159.8999999999952,"(20.943671961310613, 34.175387316680904, 27.55952963899576)",inf,27.55952963899576,3.0,16.205475521203095,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",159.8999999999952,"(22.868811780784576, 38.57145237503233, 30.720132077908453)",inf,30.720132077908453,5.0,19.628300742809696,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",159.8999999999952,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",159.8999999999952,"(39.42349383688048, 57.9027997078753, 48.66314677237789)",inf,48.66314677237789,11.0,20.660492052277682,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",159.8999999999952
"(20.887399430119004, 41.265967168069686, 31.076683299094345)",inf,31.076683299094345,7.0,17.64835735380727,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",159.9999999999952,"(20.943601504378517, 34.17517566028962, 27.55938858233407)",inf,27.55938858233407,3.0,16.205302587889616,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",159.9999999999952,"(22.868391230663843, 38.57106041177779, 30.71972582122082)",inf,30.71972582122082,5.0,19.62833647639244,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",159.9999999999952,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",159.9999999999952,"(39.42335167622706, 57.90269214919702, 48.66302191271204)",inf,48.66302191271204,11.0,20.66053073846199,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",159.9999999999952
"(20.886804699354354, 41.265514901567116, 31.076159800460733)",inf,31.076159800460733,7.0,17.648480731477363,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",160.0999999999952,"(20.943531036670947, 34.174964014673805, 27.559247525672376)",inf,27.559247525672376,3.0,16.205129680970536,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",160.0999999999952,"(22.867970621478754, 38.57066850758761, 30.719319564533183)",inf,30.719319564533183,5.0,19.62837235763607,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",160.0999999999952,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",160.0999999999952,"(39.42320950919435, 57.90258459689802, 48.66289705304619)",inf,48.66289705304619,11.0,20.660569438910777,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",160.0999999999952
"(20.88620987047044, 41.2650627331838, 31.07563630182712)",inf,31.07563630182712,7.0,17.648604279095,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",160.19999999999519,"(20.94346055818757, 34.174752379833805, 27.559106469010686)",inf,27.559106469010686,3.0,16.2049568004467,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",160.19999999999519,"(22.86754995322964, 38.57027666246146, 30.71891330784555)",inf,30.71891330784555,5.0,19.628408386539775,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",160.19999999999519,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",160.19999999999519,"(39.42306733578242, 57.90247705097825, 48.662772193380334)",inf,48.662772193380334,11.0,20.660608153623954,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",160.19999999999519
"(20.885614943469328, 41.26461066291769, 31.07511280319351)",inf,31.07511280319351,7.0,17.648727996656614,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",160.29999999999518,"(20.943390068928032, 34.174540755769954, 27.558965412348993)",inf,27.558965412348993,3.0,16.204783946318948,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",160.29999999999518,"(22.86712922591682, 38.569884876399016, 30.718507051157918)",inf,30.718507051157918,5.0,19.62844456310274,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",160.29999999999518,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",160.29999999999518,"(39.422925155991294, 57.90236951143767, 48.66264733371448)",inf,48.66264733371448,11.0,20.660646882601448,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",160.29999999999518
"(20.885019918353077, 41.26415869076672, 31.074589304559897)",inf,31.074589304559897,7.0,17.64885188415863,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",160.39999999999517,"(20.943319568891987, 34.174329142482605, 27.558824355687296)",inf,27.558824355687296,3.0,16.20461111858813,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",160.39999999999517,"(22.866708439540623, 38.569493149399946, 30.718100794470285)",inf,30.718100794470285,5.0,19.628480887324148,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",160.39999999999517,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",160.39999999999517,"(39.422782969821, 57.90226197827626, 48.66252247404863)",inf,48.66252247404863,11.0,20.660685625843175,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",160.39999999999517
"(20.884424795123756, 41.26370681672881, 31.074065805926285)",inf,31.074065805926285,7.0,17.64897594159747,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",160.49999999999517,"(20.943249058079097, 34.174117539972116, 27.558683299025606)",inf,27.558683299025606,3.0,16.20443831725509,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",160.49999999999517,"(22.866287594101372, 38.569101481463925, 30.71769453778265)",inf,30.71769453778265,5.0,19.628517359203187,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",160.49999999999517,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",160.49999999999517,"(39.422640777271596, 57.902154451493956, 48.662397614382776)",inf,48.662397614382776,11.0,20.66072438334906,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",160.49999999999517
"(20.883829573783437, 41.26325504080192, 31.07354230729268)",inf,31.07354230729268,7.0,17.649100168969554,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",160.59999999999516,"(20.943178536489018, 34.17390594823881, 27.558542242363917)",inf,27.558542242363917,3.0,16.204265542320673,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",160.59999999999516,"(22.865866689599404, 38.568709872590624, 30.717288281095016)",inf,30.717288281095016,5.0,19.628553978739028,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",160.59999999999516,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",160.59999999999516,"(39.422498578343095, 57.90204693109075, 48.66227275471692)",inf,48.66227275471692,11.0,20.660763155119014,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",160.59999999999516
"(20.883234254334184, 41.26280336298395, 31.073018808659068)",inf,31.073018808659068,7.0,17.649224566271286,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",160.69999999999516,"(20.9431080041214, 34.17369436728305, 27.558401185702223)",inf,27.558401185702223,3.0,16.204092793785723,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",160.69999999999516,"(22.865445726035045, 38.56831832277972, 30.716882024407383)",inf,30.716882024407383,5.0,19.628590745930843,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",160.69999999999516,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",160.69999999999516,"(39.422356373035534, 57.90193941706659, 48.66214789505106)",inf,48.66214789505106,11.0,20.660801941152965,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",160.69999999999516
"(20.882638836778074, 41.262351783272834, 31.072495310025456)",inf,31.072495310025456,7.0,17.64934913349908,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",160.79999999999515,"(20.943037460975898, 34.173482797105166, 27.55826012904053)",inf,27.55826012904053,3.0,16.203920071651083,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",160.79999999999515,"(22.865024703408626, 38.56792683203087, 30.71647576771975)",inf,30.71647576771975,5.0,19.62862766077781,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",160.79999999999515,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",160.79999999999515,"(39.42221416134897, 57.90183190942145, 48.66202303538521)",inf,48.66202303538521,11.0,20.660840741450826,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",160.79999999999515
"(20.882043321117187, 41.26190030166651, 31.071971811391847)",inf,31.071971811391847,7.0,17.64947387064933,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",160.89999999999515,"(20.942966907052174, 34.17327123770551, 27.55811907237884)",inf,27.55811907237884,3.0,16.203747375917597,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",160.89999999999515,"(22.86460362172048, 38.56753540034374, 30.716069511032114)",inf,30.716069511032114,5.0,19.628664723279083,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",160.89999999999515,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",160.89999999999515,"(39.42207194328343, 57.90172440815529, 48.66189817571936)",inf,48.66189817571936,11.0,20.66087955601252,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",160.89999999999515
"(20.8814477073536, 41.26144891816287, 31.071448312758235)",inf,31.071448312758235,7.0,17.64959877771844,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",160.99999999999514,"(20.942896342349872, 34.17305968908441, 27.557978015717143)",inf,27.557978015717143,3.0,16.20357470658611,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",160.99999999999514,"(22.864182480970946, 38.567144027718015, 30.71566325434448)",inf,30.71566325434448,5.0,19.628701933433838,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",160.99999999999514,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",160.99999999999514,"(39.42192971883894, 57.90161691326807, 48.661773316053505)",inf,48.661773316053505,11.0,20.660918384837963,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",160.99999999999514
"(20.8808519954894, 41.260997632759846, 31.070924814124623)",inf,31.070924814124623,7.0,17.649723854702803,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",161.09999999999513,"(20.942825766868662, 34.17284815124225, 27.557836959055454)",inf,27.557836959055454,3.0,16.203402063657467,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",161.09999999999513,"(22.863761281160357, 38.56675271415334, 30.715256997656848)",inf,30.715256997656848,5.0,19.628739291241228,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",161.09999999999513,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",161.09999999999513,"(39.42178748801554, 57.901509424759766, 48.66164845638765)",inf,48.66164845638765,11.0,20.66095722792708,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",161.09999999999513
"(20.88025618552667, 41.260546445455354, 31.07040131549101)",inf,31.07040131549101,7.0,17.6498491015988,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",161.19999999999513,"(20.942755180608188, 34.17263662417933, 27.55769590239376)",inf,27.55769590239376,3.0,16.20322944713251,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",161.19999999999513,"(22.86334002228905, 38.56636145964938, 30.714850740969215)",inf,30.714850740969215,5.0,19.628776796700414,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",161.19999999999513,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",161.19999999999513,"(39.42164525081327, 57.90140194263033, 48.6615235967218)",inf,48.6615235967218,11.0,20.66099608527979,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",161.19999999999513
"(20.879660277467494, 41.260095356247305, 31.0698778168574)",inf,31.0698778168574,7.0,17.649974518402825,0.22,"[0.1228926082162204, 0.3484432373257681, 0.22]",161.29999999999512,"(20.94268458356811, 34.172425107896025, 27.557554845732067)",inf,27.557554845732067,3.0,16.203056857012086,0.44,"[0.30900129197917253, 0.5777246606501509, 0.44]",161.29999999999512,"(22.862918704357366, 38.5659702642058, 30.714444484281586)",inf,30.714444484281586,5.0,19.628814449810548,0.42,"[0.29086737668539997, 0.5581001667069057, 0.42]",161.29999999999512,"(-20.874031784682543, 108.87403178468254, 44.0)",inf,44.0,5.0,72.53137252251608,0.1,"[0.039194364394183785, 0.20535482802304772, 0.1]",161.29999999999512,"(39.42150300723217, 57.901294466879726, 48.66139873705595)",inf,48.66139873705595,11.0,20.661034956896007,0.38,"[0.25526103114132725, 0.5181885214934443, 0.38]",161.29999999999512
